Date,T_DB,T_DP,RH,Atm_Press
2018-1-01 00:00:00,0,-5.6,67,87400
2018-1-01 01:00:00,-2.8,-6.1,78,87400
2018-1-01 02:00:00,-2.2,-6.1,75,87300
2018-1-01 03:00:00,-2.2,-6.1,75,87300
2018-1-01 04:00:00,-2.8,-6.7,75,87200
2018-1-01 05:00:00,-3.3,-6.7,78,87200
2018-1-01 06:00:00,-3.9,-6.7,81,87200
2018-1-01 07:00:00,-2.2,-7.2,69,87100
2018-1-01 08:00:00,-2.2,-4.4,85,87100
2018-1-01 09:00:00,2.2,-5,59,87100
2018-1-01 10:00:00,5,-5,49,86900
2018-1-01 11:00:00,7.8,-6.7,36,86700
2018-1-01 12:00:00,4.4,-2.2,62,86600
2018-1-01 13:00:00,3.9,-3.3,60,86500
2018-1-01 14:00:00,2.8,-2.2,70,86500
2018-1-01 15:00:00,2.2,-2.2,73,86600
2018-1-01 16:00:00,1.1,-2.2,79,86500
2018-1-01 17:00:00,0.6,-1.7,85,86400
2018-1-01 18:00:00,1.7,-2.8,73,86200
2018-1-01 19:00:00,5,-6.1,45,86300
2018-1-01 20:00:00,1.1,-2.2,79,86200
2018-1-01 21:00:00,0.6,-2.2,82,86200
2018-1-01 22:00:00,2.8,-3.9,62,86200
2018-1-01 23:00:00,0.6,-2.8,79,86200
2018-1-02 00:00:00,5.6,-7.2,40,86100
2018-1-02 01:00:00,4.4,-5.6,49,86200
2018-1-02 02:00:00,1.1,-2.2,79,86200
2018-1-02 03:00:00,1.7,-3.3,70,86200
2018-1-02 04:00:00,2.2,-3.9,64,86200
2018-1-02 05:00:00,0.6,-1.1,89,86200
2018-1-02 06:00:00,0,0,100,86300
2018-1-02 07:00:00,0,-0.6,96,86300
2018-1-02 08:00:00,0,0,100,86400
2018-1-02 09:00:00,0,0,100,86400
2018-1-02 10:00:00,0.6,-0.6,92,86500
2018-1-02 11:00:00,-0.6,-1.7,92,86500
2018-1-02 12:00:00,-1.7,-2.8,92,86600
2018-1-02 13:00:00,-1.1,-2.8,89,86600
2018-1-02 14:00:00,-1.7,-5,78,86600
2018-1-02 15:00:00,-2.2,-5,82,86700
2018-1-02 16:00:00,-2.8,-4.4,89,86700
2018-1-02 17:00:00,-4.4,-5,96,86800
2018-1-02 18:00:00,-4.4,-5,96,86800
2018-1-02 19:00:00,-3.9,-7.2,78,86900
2018-1-02 20:00:00,-5,-8.3,78,86900
2018-1-02 21:00:00,-5,-7.8,81,87000
2018-1-02 22:00:00,-8.3,-11.1,81,87000
2018-1-02 23:00:00,-8.9,-11.7,81,87100
2018-1-03 00:00:00,-11.1,-12.8,88,87100
2018-1-03 01:00:00,-9.4,-11.7,84,87100
2018-1-03 02:00:00,-10.6,-11.7,92,87200
2018-1-03 03:00:00,-10,-11.7,88,87200
2018-1-03 04:00:00,-13.3,-13.9,96,87300
2018-1-03 05:00:00,-12.8,-13.9,92,87400
2018-1-03 06:00:00,-12.2,-13.3,92,87400
2018-1-03 07:00:00,-11.1,-12.8,88,87500
2018-1-03 08:00:00,-11.1,-11.7,96,87600
2018-1-03 09:00:00,-8.3,-10,88,87700
2018-1-03 10:00:00,-4.4,-10,66,87700
2018-1-03 11:00:00,-3.3,-8.3,69,87800
2018-1-03 12:00:00,-3.3,-8.9,66,87700
2018-1-03 13:00:00,-3.3,-9.4,63,87800
2018-1-03 14:00:00,-2.8,-8.9,63,87800
2018-1-03 15:00:00,-4.4,-11.7,58,87900
2018-1-03 16:00:00,-2.8,-11.7,51,87900
2018-1-03 17:00:00,-8.3,-11.1,81,87900
2018-1-03 18:00:00,-9.4,-11.7,84,88000
2018-1-03 19:00:00,-8.9,-10.6,88,88000
2018-1-03 20:00:00,-10.6,-12.2,88,88000
2018-1-03 21:00:00,-10,-12.8,80,88100
2018-1-03 22:00:00,-10,-12.8,80,88100
2018-1-03 23:00:00,-10,-13.3,77,88100
2018-1-04 00:00:00,-11.1,-13.9,80,88100
2018-1-04 01:00:00,-11.7,-13.3,88,88100
2018-1-04 02:00:00,-8.3,-10.6,84,88200
2018-1-04 03:00:00,-7.8,-10.6,81,88200
2018-1-04 04:00:00,-7.2,-10,81,88200
2018-1-04 05:00:00,-7.8,-10,84,88200
2018-1-04 06:00:00,-7.2,-9.4,84,88200
2018-1-04 07:00:00,-6.7,-9.4,81,88200
2018-1-04 08:00:00,-7.2,-10,81,88200
2018-1-04 09:00:00,-6.1,-10,74,88300
2018-1-04 10:00:00,-5,-9.4,71,88200
2018-1-04 11:00:00,-3.3,-8.3,69,88100
2018-1-04 12:00:00,-2.2,-8.9,61,88100
2018-1-04 13:00:00,-2.8,-8.9,63,88000
2018-1-04 14:00:00,-2.2,-9.4,58,87900
2018-1-04 15:00:00,-2.2,-7.8,66,87900
2018-1-04 16:00:00,-2.2,-8.3,63,87900
2018-1-04 17:00:00,-2.8,-8.3,66,87900
2018-1-04 18:00:00,-2.8,-8.9,63,87800
2018-1-04 19:00:00,-3.3,-8.9,66,87800
2018-1-04 20:00:00,-3.3,-8.3,69,87900
2018-1-04 21:00:00,-2.8,-7.8,69,87900
2018-1-04 22:00:00,-2.8,-7.2,72,87900
2018-1-04 23:00:00,-2.8,-7.2,72,87800
2018-1-05 00:00:00,-2.8,-7.2,72,87900
2018-1-05 01:00:00,-2.8,-7.2,72,87800
2018-1-05 02:00:00,-3.3,-5.6,85,87800
2018-1-05 03:00:00,-3.3,-5,88,87900
2018-1-05 04:00:00,-3.9,-4.4,96,87900
2018-1-05 05:00:00,-3.3,-4.4,92,88000
2018-1-05 06:00:00,-3.3,-4.4,92,88000
2018-1-05 07:00:00,-3.3,-4.4,92,88000
2018-1-05 08:00:00,-4.4,-5.6,92,88100
2018-1-05 09:00:00,-2.8,-4.4,89,88200
2018-1-05 10:00:00,-0.6,-4.4,75,88200
2018-1-05 11:00:00,0.6,-3.9,73,88200
2018-1-05 12:00:00,1.7,-3.9,67,88200
2018-1-05 13:00:00,1.7,-2.8,73,88200
2018-1-05 14:00:00,1.1,-3.3,73,88200
2018-1-05 15:00:00,1.7,-3.3,70,88200
2018-1-05 16:00:00,-1.1,-4.4,78,88200
2018-1-05 17:00:00,-3.3,-5,88,88200
2018-1-05 18:00:00,-4.4,-5.6,92,88200
2018-1-05 19:00:00,-5.6,-7.2,88,88300
2018-1-05 20:00:00,-4.4,-6.1,88,88300
2018-1-05 21:00:00,-5,-7.2,85,88300
2018-1-05 22:00:00,-6.7,-8.3,88,88300
2018-1-05 23:00:00,-5,-7.2,85,88300
2018-1-06 00:00:00,-7.2,-8.3,92,88200
2018-1-06 01:00:00,-7.2,-8.9,88,88200
2018-1-06 02:00:00,-5.6,-7.8,85,88200
2018-1-06 03:00:00,-6.1,-7.8,88,88200
2018-1-06 04:00:00,-7.2,-8.9,88,88200
2018-1-06 05:00:00,-6.7,-8.9,84,88100
2018-1-06 06:00:00,-7.2,-8.9,88,88100
2018-1-06 07:00:00,-8.3,-10,88,88100
2018-1-06 08:00:00,-6.1,-8.9,81,88100
2018-1-06 09:00:00,-3.3,-7.8,72,88200
2018-1-06 10:00:00,-1.7,-7.8,64,88100
2018-1-06 11:00:00,-1.1,-7.2,64,88100
2018-1-06 12:00:00,-0.6,-6.1,67,88000
2018-1-06 13:00:00,1.7,-6.7,54,87900
2018-1-06 14:00:00,2.8,-6.7,50,87900
2018-1-06 15:00:00,2.8,-6.1,52,87800
2018-1-06 16:00:00,-2.8,-5,85,87900
2018-1-06 17:00:00,-3.9,-6.7,81,87900
2018-1-06 18:00:00,-4.4,-6.1,88,87800
2018-1-06 19:00:00,-4.4,-6.7,85,87800
2018-1-06 20:00:00,-6.7,-7.8,92,87900
2018-1-06 21:00:00,-6.1,-7.2,92,87900
2018-1-06 22:00:00,-6.7,-8.3,88,87800
2018-1-06 23:00:00,-5,-7.8,81,87800
2018-1-07 00:00:00,-5.6,-7.8,85,87800
2018-1-07 01:00:00,-6.7,-8.9,84,87800
2018-1-07 02:00:00,-7.8,-9.4,88,87800
2018-1-07 03:00:00,-6.1,-8.3,85,87700
2018-1-07 04:00:00,-6.1,-8.3,85,87700
2018-1-07 05:00:00,-5,-7.8,81,87600
2018-1-07 06:00:00,-5.6,-7.8,85,87600
2018-1-07 07:00:00,-5,-7.2,85,87600
2018-1-07 08:00:00,-3.3,-6.1,81,87600
2018-1-07 09:00:00,-2.2,-5.6,78,87700
2018-1-07 10:00:00,-0.6,-5,72,87800
2018-1-07 11:00:00,0.6,-4.4,70,87800
2018-1-07 12:00:00,1.1,-3.9,70,87700
2018-1-07 13:00:00,1.7,-3.3,70,87600
2018-1-07 14:00:00,2.8,-4.4,59,87600
2018-1-07 15:00:00,3.3,-4.4,57,87500
2018-1-07 16:00:00,2.8,-3.9,62,87500
2018-1-07 17:00:00,3.3,-2.8,65,87500
2018-1-07 18:00:00,3.3,-2.8,65,87400
2018-1-07 19:00:00,3.3,-2.2,67,87400
2018-1-07 20:00:00,3.3,-2.2,67,87400
2018-1-07 21:00:00,3.3,-2.8,65,87300
2018-1-07 22:00:00,3.9,-3.3,60,87300
2018-1-07 23:00:00,5.6,-3.3,53,87300
2018-1-08 00:00:00,3.3,-2.2,67,87200
2018-1-08 01:00:00,4.4,-2.8,60,87200
2018-1-08 02:00:00,4.4,-2.2,62,87200
2018-1-08 03:00:00,6.1,-1.7,58,87100
2018-1-08 04:00:00,6.1,-1.7,58,87000
2018-1-08 05:00:00,7.2,-1.7,54,86900
2018-1-08 06:00:00,7.8,-1.7,52,87000
2018-1-08 07:00:00,7.8,-1.1,54,86900
2018-1-08 08:00:00,8.3,-1.1,52,86900
2018-1-08 09:00:00,8.3,-1.1,52,87100
2018-1-08 10:00:00,7.8,-0.6,56,87200
2018-1-08 11:00:00,8.9,-0.6,52,87200
2018-1-08 12:00:00,8.9,-0.6,52,87200
2018-1-08 13:00:00,6.1,0,65,87300
2018-1-08 14:00:00,5.6,0,68,87400
2018-1-08 15:00:00,5,0,70,87500
2018-1-08 16:00:00,4.4,-0.6,70,87500
2018-1-08 17:00:00,3.9,-0.6,73,87600
2018-1-08 18:00:00,4.4,-0.6,70,87600
2018-1-08 19:00:00,4.4,0,73,87700
2018-1-08 20:00:00,3.9,-0.6,73,87700
2018-1-08 21:00:00,3.9,-0.6,73,87700
2018-1-08 22:00:00,3.3,2.2,93,87700
2018-1-08 23:00:00,2.8,1.7,93,87700
2018-1-09 00:00:00,3.9,1.7,86,87700
2018-1-09 01:00:00,2.8,1.1,89,87700
2018-1-09 02:00:00,4.4,1.7,82,87700
2018-1-09 03:00:00,4.4,1.7,82,87700
2018-1-09 04:00:00,2.8,0.6,86,87700
2018-1-09 05:00:00,2.8,0.6,86,87700
2018-1-09 06:00:00,2.2,0.6,89,87700
2018-1-09 07:00:00,2.2,0.6,89,87700
2018-1-09 08:00:00,4.4,1.1,79,87800
2018-1-09 09:00:00,6.1,1.7,74,87800
2018-1-09 10:00:00,8.3,2.8,68,87900
2018-1-09 11:00:00,10.6,3.3,61,87800
2018-1-09 12:00:00,11.7,2.8,55,87800
2018-1-09 13:00:00,11.1,4.4,64,87700
2018-1-09 14:00:00,11.1,4.4,64,87700
2018-1-09 15:00:00,14.4,1.1,41,87700
2018-1-09 16:00:00,11.7,1.1,49,87700
2018-1-09 17:00:00,8.3,0,56,87700
2018-1-09 18:00:00,7.8,-0.6,56,87700
2018-1-09 19:00:00,6.7,0,63,87700
2018-1-09 20:00:00,5,-0.6,68,87700
2018-1-09 21:00:00,4.4,-0.6,70,87700
2018-1-09 22:00:00,4.4,-1.1,68,87700
2018-1-09 23:00:00,5.6,-1.7,60,87700
2018-1-10 00:00:00,5,-2.2,60,87600
2018-1-10 01:00:00,5,-2.8,58,87600
2018-1-10 02:00:00,6.7,-3.3,49,87600
2018-1-10 03:00:00,5.6,-2.8,55,87600
2018-1-10 04:00:00,6.1,-3.3,51,87600
2018-1-10 05:00:00,3.9,-2.2,65,87600
2018-1-10 06:00:00,2.2,-0.6,82,87600
2018-1-10 07:00:00,2.2,-1.1,79,87700
2018-1-10 08:00:00,2.2,-0.6,82,87700
2018-1-10 09:00:00,2.2,0,85,87800
2018-1-10 10:00:00,4.4,0.6,76,87700
2018-1-10 11:00:00,4.4,1.1,79,87800
2018-1-10 12:00:00,4.4,1.1,79,87800
2018-1-10 13:00:00,7.2,0,61,87700
2018-1-10 14:00:00,7.2,1.1,66,87700
2018-1-10 15:00:00,7.8,0,58,87700
2018-1-10 16:00:00,6.1,0,65,87700
2018-1-10 17:00:00,3.3,0,79,87700
2018-1-10 18:00:00,6.1,0.6,68,87800
2018-1-10 19:00:00,2.8,0,82,87800
2018-1-10 20:00:00,2.2,0,85,87900
2018-1-10 21:00:00,3.3,0,79,87900
2018-1-10 22:00:00,1.1,-0.6,89,87900
2018-1-10 23:00:00,1.7,0,89,87800
2018-1-11 00:00:00,1.7,0,89,87800
2018-1-11 01:00:00,1.7,0,89,87800
2018-1-11 02:00:00,1.7,-0.6,85,87800
2018-1-11 03:00:00,0,-1.1,92,87700
2018-1-11 04:00:00,-0.6,-1.7,92,87800
2018-1-11 05:00:00,-1.7,-2.2,96,87800
2018-1-11 06:00:00,-1.1,-2.2,92,87800
2018-1-11 07:00:00,-1.7,-2.8,92,87800
2018-1-11 08:00:00,0,-1.1,92,87800
2018-1-11 09:00:00,3.9,0,76,87900
2018-1-11 10:00:00,5.6,0,68,87900
2018-1-11 11:00:00,8.3,0,56,87900
2018-1-11 12:00:00,10.6,0,48,87800
2018-1-11 13:00:00,10,1.1,54,87700
2018-1-11 14:00:00,8.3,1.1,61,87700
2018-1-11 15:00:00,8.3,-0.6,54,87700
2018-1-11 16:00:00,5,0,70,87700
2018-1-11 17:00:00,3.3,0,79,87700
2018-1-11 18:00:00,2.8,-0.6,79,87700
2018-1-11 19:00:00,1.7,0,89,87700
2018-1-11 20:00:00,0.6,-1.1,89,87600
2018-1-11 21:00:00,1.1,-0.6,89,87600
2018-1-11 22:00:00,0,-1.1,92,87600
2018-1-11 23:00:00,0,-1.1,92,87600
2018-1-12 00:00:00,-0.6,-1.7,92,87600
2018-1-12 01:00:00,-0.6,-2.2,89,87500
2018-1-12 02:00:00,-1.7,-2.8,92,87500
2018-1-12 03:00:00,-2.2,-3.3,92,87400
2018-1-12 04:00:00,-2.8,-3.9,92,87400
2018-1-12 05:00:00,-1.1,-2.8,89,87400
2018-1-12 06:00:00,-2.8,-3.9,92,87300
2018-1-12 07:00:00,-2.2,-3.9,89,87400
2018-1-12 08:00:00,-0.6,-1.7,92,87400
2018-1-12 09:00:00,1.7,-1.1,82,87400
2018-1-12 10:00:00,8.9,-0.6,52,87300
2018-1-12 11:00:00,8.3,1.1,61,87200
2018-1-12 12:00:00,8.3,0.6,58,87100
2018-1-12 13:00:00,12.8,-2.8,34,87000
2018-1-12 14:00:00,12.8,-2.8,34,86900
2018-1-12 15:00:00,8.9,0,54,86900
2018-1-12 16:00:00,5.6,0.6,71,86900
2018-1-12 17:00:00,2.8,0,82,86800
2018-1-12 18:00:00,2.2,-0.6,82,86800
2018-1-12 19:00:00,1.1,-0.6,89,86800
2018-1-12 20:00:00,1.7,-0.6,85,86800
2018-1-12 21:00:00,2.8,-0.6,79,86800
2018-1-12 22:00:00,6.1,-2.2,56,86800
2018-1-12 23:00:00,6.1,-2.2,56,86800
2018-1-13 00:00:00,6.1,-2.2,56,86800
2018-1-13 01:00:00,8.3,-2.8,46,86800
2018-1-13 02:00:00,7.2,-1.7,54,86800
2018-1-13 03:00:00,8.3,-2.2,48,86700
2018-1-13 04:00:00,7.8,-1.7,52,86700
2018-1-13 05:00:00,7.8,-1.7,52,86700
2018-1-13 06:00:00,6.7,-1.7,56,86700
2018-1-13 07:00:00,6.7,-1.7,56,86700
2018-1-13 08:00:00,7.8,-1.1,54,86700
2018-1-13 09:00:00,9.4,-1.1,48,86600
2018-1-13 10:00:00,10,0,50,86700
2018-1-13 11:00:00,12.2,0,43,86600
2018-1-13 12:00:00,10.6,0,48,86600
2018-1-13 13:00:00,9.4,0,52,86500
2018-1-13 14:00:00,8.9,0,54,86500
2018-1-13 15:00:00,7.2,0,61,86600
2018-1-13 16:00:00,6.1,0,65,86600
2018-1-13 17:00:00,5.6,0,68,86600
2018-1-13 18:00:00,6.7,0,63,86600
2018-1-13 19:00:00,5.6,0,68,86600
2018-1-13 20:00:00,6.1,0,65,86600
2018-1-13 21:00:00,6.7,0,63,86600
2018-1-13 22:00:00,6.7,2.2,74,86700
2018-1-13 23:00:00,6.7,1.7,71,86700
2018-1-14 00:00:00,5.6,1.1,73,86600
2018-1-14 01:00:00,6.7,1.1,68,86600
2018-1-14 02:00:00,6.7,1.1,68,86600
2018-1-14 03:00:00,6.1,2.2,76,86600
2018-1-14 04:00:00,5,1.7,79,86500
2018-1-14 05:00:00,7.2,0.6,63,86500
2018-1-14 06:00:00,6.7,1.7,71,86500
2018-1-14 07:00:00,4.4,2.2,86,86600
2018-1-14 08:00:00,5,1.7,79,86600
2018-1-14 09:00:00,5,1.7,79,86600
2018-1-14 10:00:00,5.6,1.7,76,86600
2018-1-14 11:00:00,4.4,1.7,82,86700
2018-1-14 12:00:00,3.9,1.7,86,86600
2018-1-14 13:00:00,4.4,1.7,82,86600
2018-1-14 14:00:00,3.9,1.7,86,86600
2018-1-14 15:00:00,5,1.7,79,86700
2018-1-14 16:00:00,5,1.1,76,86700
2018-1-14 17:00:00,3.9,1.1,82,86700
2018-1-14 18:00:00,4.4,0.6,76,86700
2018-1-14 19:00:00,3.3,0.6,82,86800
2018-1-14 20:00:00,2.2,0,85,86800
2018-1-14 21:00:00,1.7,0,89,86800
2018-1-14 22:00:00,1.1,-0.6,89,86800
2018-1-14 23:00:00,1.7,-0.6,85,86800
2018-1-15 00:00:00,1.1,-1.1,85,86700
2018-1-15 01:00:00,0,-1.1,92,86700
2018-1-15 02:00:00,0,-1.1,92,86700
2018-1-15 03:00:00,0,-1.7,89,86700
2018-1-15 04:00:00,1.1,-1.1,85,86700
2018-1-15 05:00:00,1.1,-1.1,85,86700
2018-1-15 06:00:00,1.1,-1.1,85,86700
2018-1-15 07:00:00,1.1,-1.1,85,86700
2018-1-15 08:00:00,1.7,-0.6,85,86800
2018-1-15 09:00:00,2.2,0,85,86800
2018-1-15 10:00:00,2.8,0.6,86,86900
2018-1-15 11:00:00,3.9,0,76,86800
2018-1-15 12:00:00,3.9,0.6,79,86700
2018-1-15 13:00:00,2.8,1.1,89,86700
2018-1-15 14:00:00,1.1,0.6,96,86700
2018-1-15 15:00:00,0.6,0,96,86700
2018-1-15 16:00:00,0,0,100,86800
2018-1-15 17:00:00,0,0,100,86800
2018-1-15 18:00:00,0,0,100,86800
2018-1-15 19:00:00,0.6,0,96,86900
2018-1-15 20:00:00,0.6,0,96,86800
2018-1-15 21:00:00,1.1,0,92,86800
2018-1-15 22:00:00,1.1,0,92,86800
2018-1-15 23:00:00,1.1,0,92,86800
2018-1-16 00:00:00,1.1,0,92,86800
2018-1-16 01:00:00,0.6,0,96,86700
2018-1-16 02:00:00,0.6,0,96,86700
2018-1-16 03:00:00,0.6,0,96,86700
2018-1-16 04:00:00,0,0,100,86700
2018-1-16 05:00:00,0,0,100,86700
2018-1-16 06:00:00,0,0,100,86700
2018-1-16 07:00:00,0,0,100,86700
2018-1-16 08:00:00,0,0,100,86700
2018-1-16 09:00:00,0.6,0.6,100,86800
2018-1-16 10:00:00,2.8,0.6,86,86800
2018-1-16 11:00:00,3.9,0.6,79,86700
2018-1-16 12:00:00,6.1,0,65,86700
2018-1-16 13:00:00,4.4,1.1,79,86600
2018-1-16 14:00:00,3.3,0.6,82,86600
2018-1-16 15:00:00,3.3,1.1,86,86600
2018-1-16 16:00:00,1.7,0,89,86700
2018-1-16 17:00:00,0.6,-0.6,92,86700
2018-1-16 18:00:00,0,-0.6,96,86700
2018-1-16 19:00:00,0.6,-0.6,92,86700
2018-1-16 20:00:00,-0.6,-1.1,96,86700
2018-1-16 21:00:00,0,-0.6,96,86700
2018-1-16 22:00:00,-0.6,-1.1,96,86700
2018-1-16 23:00:00,0,-0.6,96,86700
2018-1-17 00:00:00,-0.6,-1.1,96,86700
2018-1-17 01:00:00,-1.1,-1.7,96,86700
2018-1-17 02:00:00,-0.6,-1.1,96,86700
2018-1-17 03:00:00,-1.7,-2.2,96,86700
2018-1-17 04:00:00,-1.7,-2.2,96,86700
2018-1-17 05:00:00,-1.7,-2.2,96,86700
2018-1-17 06:00:00,-2.8,-2.8,100,86800
2018-1-17 07:00:00,-2.2,-2.2,100,86800
2018-1-17 08:00:00,-2.2,-2.2,100,86900
2018-1-17 09:00:00,-1.1,-1.7,96,86900
2018-1-17 10:00:00,1.1,0,92,87000
2018-1-17 11:00:00,3.9,0,76,86900
2018-1-17 12:00:00,3.9,-1.7,67,86900
2018-1-17 13:00:00,3.9,-0.6,73,86900
2018-1-17 14:00:00,3.9,-1.1,70,86900
2018-1-17 15:00:00,5,-2.2,60,86900
2018-1-17 16:00:00,3.3,-1.7,70,86900
2018-1-17 17:00:00,1.1,-1.7,82,87000
2018-1-17 18:00:00,0.6,-1.7,85,87100
2018-1-17 19:00:00,-0.6,-1.7,92,87100
2018-1-17 20:00:00,-0.6,-6.1,67,87200
2018-1-17 21:00:00,-2.2,-3.9,89,87200
2018-1-17 22:00:00,-2.2,-4.4,85,87300
2018-1-17 23:00:00,0.6,-5.6,64,87300
2018-1-18 00:00:00,-2.8,-6.7,75,87300
2018-1-18 01:00:00,-3.3,-6.1,81,87400
2018-1-18 02:00:00,-3.3,-6.7,78,87400
2018-1-18 03:00:00,-1.1,-7.8,61,87400
2018-1-18 04:00:00,-3.3,-6.7,78,87400
2018-1-18 05:00:00,-3.3,-7.2,75,87400
2018-1-18 06:00:00,-3.9,-7.2,78,87400
2018-1-18 07:00:00,-5,-7.8,81,87400
2018-1-18 08:00:00,-1.7,-6.7,69,87400
2018-1-18 09:00:00,0.6,-7.2,56,87400
2018-1-18 10:00:00,1.7,-7.2,52,87400
2018-1-18 11:00:00,3.3,-7.8,44,87300
2018-1-18 12:00:00,4.4,-7.8,41,87200
2018-1-18 13:00:00,4.4,-5.6,49,87100
2018-1-18 14:00:00,4.4,-7.2,43,87100
2018-1-18 15:00:00,3.9,-6.7,47,87100
2018-1-18 16:00:00,2.8,-7.2,48,87100
2018-1-18 17:00:00,0.6,-5.6,64,87100
2018-1-18 18:00:00,-1.1,-4.4,78,87100
2018-1-18 19:00:00,-1.7,-4.4,82,87100
2018-1-18 20:00:00,-2.2,-4.4,85,87200
2018-1-18 21:00:00,-1.7,-6.1,72,87100
2018-1-18 22:00:00,-3.3,-6.1,81,87100
2018-1-18 23:00:00,-2.8,-6.1,78,87100
2018-1-19 00:00:00,-4.4,-6.7,85,87000
2018-1-19 01:00:00,-5,-6.7,88,87000
2018-1-19 02:00:00,-3.9,-6.7,81,87000
2018-1-19 03:00:00,-4.4,-7.8,78,87000
2018-1-19 04:00:00,-5,-7.8,81,87000
2018-1-19 05:00:00,-6.1,-7.8,88,86900
2018-1-19 06:00:00,-5.6,-7.8,85,86900
2018-1-19 07:00:00,-5.6,-7.8,85,87000
2018-1-19 08:00:00,-4.4,-7.2,81,87000
2018-1-19 09:00:00,-1.7,-6.7,69,87000
2018-1-19 10:00:00,-1.1,-5.6,72,87000
2018-1-19 11:00:00,-1.1,-6.7,66,87000
2018-1-19 12:00:00,-0.6,-5.6,69,86900
2018-1-19 13:00:00,0.6,-6.7,59,86900
2018-1-19 14:00:00,0,-6.1,64,86900
2018-1-19 15:00:00,-0.6,-6.7,64,86900
2018-1-19 16:00:00,-1.1,-6.1,69,87000
2018-1-19 17:00:00,-1.7,-5.6,75,87000
2018-1-19 18:00:00,-2.2,-5.6,78,87000
2018-1-19 19:00:00,-2.8,-6.7,75,87100
2018-1-19 20:00:00,-3.3,-6.1,81,87100
2018-1-19 21:00:00,-3.3,-6.1,81,87200
2018-1-19 22:00:00,-5,-7.2,85,87300
2018-1-19 23:00:00,-4.4,-7.2,81,87300
2018-1-20 00:00:00,-5,-7.8,81,87300
2018-1-20 01:00:00,-5.6,-7.8,85,87300
2018-1-20 02:00:00,-5,-8.3,78,87400
2018-1-20 03:00:00,-6.7,-8.9,84,87400
2018-1-20 04:00:00,-6.7,-8.9,84,87400
2018-1-20 05:00:00,-7.2,-8.3,92,87400
2018-1-20 06:00:00,-6.7,-8.9,84,87500
2018-1-20 07:00:00,-7.2,-9.4,84,87600
2018-1-20 08:00:00,-5,-7.8,81,87700
2018-1-20 09:00:00,-2.8,-7.2,72,87700
2018-1-20 10:00:00,-0.6,-6.7,64,87800
2018-1-20 11:00:00,0.6,-6.7,59,87800
2018-1-20 12:00:00,1.7,-6.1,57,87700
2018-1-20 13:00:00,1.7,-5,62,87700
2018-1-20 14:00:00,1.1,-5.6,62,87700
2018-1-20 15:00:00,0.6,-5.6,64,87700
2018-1-20 16:00:00,0,-5,69,87800
2018-1-20 17:00:00,-2.8,-4.4,89,87900
2018-1-20 18:00:00,-3.3,-4.4,92,87900
2018-1-20 19:00:00,-3.9,-5.6,88,87900
2018-1-20 20:00:00,-3.9,-5,92,88000
2018-1-20 21:00:00,-4.4,-6.1,88,88000
2018-1-20 22:00:00,-4.4,-5.6,92,88100
2018-1-20 23:00:00,-5,-6.1,92,88100
2018-1-21 00:00:00,-6.1,-7.2,92,88100
2018-1-21 01:00:00,-5.6,-6.7,92,88100
2018-1-21 02:00:00,-6.1,-7.2,92,88100
2018-1-21 03:00:00,-6.7,-7.8,92,88100
2018-1-21 04:00:00,-6.7,-8.3,88,88200
2018-1-21 05:00:00,-6.7,-7.8,92,88200
2018-1-21 06:00:00,-6.1,-8.3,85,88200
2018-1-21 07:00:00,-6.7,-8.3,88,88200
2018-1-21 08:00:00,-5,-7.2,85,88300
2018-1-21 09:00:00,-3.3,-6.7,78,88300
2018-1-21 10:00:00,-0.6,-6.1,67,88300
2018-1-21 11:00:00,1.7,-6.1,57,88300
2018-1-21 12:00:00,2.8,-6.7,50,88200
2018-1-21 13:00:00,2.2,-4.4,62,88100
2018-1-21 14:00:00,2.2,-4.4,62,88100
2018-1-21 15:00:00,2.2,-5.6,57,88100
2018-1-21 16:00:00,1.1,-4.4,67,88000
2018-1-21 17:00:00,-2.2,-4.4,85,88000
2018-1-21 18:00:00,-2.2,-3.9,89,88000
2018-1-21 19:00:00,-2.8,-3.9,92,88000
2018-1-21 20:00:00,-3.3,-4.4,92,88000
2018-1-21 21:00:00,-3.9,-5,92,87900
2018-1-21 22:00:00,-4.4,-5.6,92,87900
2018-1-21 23:00:00,-5,-6.1,92,87800
2018-1-22 00:00:00,-3.3,-6.1,81,87800
2018-1-22 01:00:00,-3.3,-7.2,75,87800
2018-1-22 02:00:00,-5,-7.2,85,87700
2018-1-22 03:00:00,-4.4,-7.8,78,87700
2018-1-22 04:00:00,-5.6,-7.2,88,87600
2018-1-22 05:00:00,-6.7,-7.8,92,87600
2018-1-22 06:00:00,-6.1,-7.8,88,87500
2018-1-22 07:00:00,-6.7,-7.8,92,87400
2018-1-22 08:00:00,-3.3,-7.2,75,87400
2018-1-22 09:00:00,-1.7,-6.7,69,87400
2018-1-22 10:00:00,1.1,-6.1,59,87400
2018-1-22 11:00:00,1.7,-3.3,70,87300
2018-1-22 12:00:00,2.2,-4.4,62,87300
2018-1-22 13:00:00,2.8,-3.9,62,87200
2018-1-22 14:00:00,2.2,-4.4,62,87200
2018-1-22 15:00:00,1.7,-4.4,64,87200
2018-1-22 16:00:00,0.6,-3.9,73,87200
2018-1-22 17:00:00,-1.7,-3.9,85,87300
2018-1-22 18:00:00,-2.2,-4.4,85,87300
2018-1-22 19:00:00,-2.2,-3.3,92,87400
