Date,T_DB,T_DP,RH,Atm_Press
2018-3-21 16:00:00,6.1,5,93,85700
2018-3-21 17:00:00,6.1,3.9,86,85600
2018-3-21 18:00:00,5.6,3.9,89,85700
2018-3-21 19:00:00,2.8,2.2,96,85700
2018-3-21 20:00:00,3.3,2.2,92,85700
2018-3-21 21:00:00,2.2,1.7,96,85800
2018-3-21 22:00:00,1.1,1.1,100,85800
2018-3-21 23:00:00,0.6,0,96,86000
2018-3-22 00:00:00,0.6,0,96,86000
2018-3-22 01:00:00,0.6,0.6,100,86200
2018-3-22 02:00:00,0.6,0,96,86300
2018-3-22 03:00:00,0.6,0,96,86300
2018-3-22 04:00:00,0.6,0,96,86400
2018-3-22 05:00:00,0.6,0,96,86600
2018-3-22 06:00:00,0,-0.6,95,86600
2018-3-22 07:00:00,1.1,0,92,86700
2018-3-22 08:00:00,2.8,0,82,86700
2018-3-22 09:00:00,4.4,0.6,76,86800
2018-3-22 10:00:00,6.7,-1.1,57,86800
2018-3-22 11:00:00,8.3,0,56,86800
2018-3-22 12:00:00,8.9,0,54,86800
2018-3-22 13:00:00,10,-2.8,39,86700
2018-3-22 14:00:00,10.6,-3.3,36,86600
2018-3-22 15:00:00,10.6,-4.4,33,86600
2018-3-22 16:00:00,11.1,-6.1,28,86500
2018-3-22 17:00:00,10.6,-6.7,27,86500
2018-3-22 18:00:00,9.4,-5.6,32,86400
2018-3-22 19:00:00,7.2,-5,40,86400
2018-3-22 20:00:00,7.2,-2.8,48,86400
2018-3-22 21:00:00,8.3,-4.4,39,86400
2018-3-22 22:00:00,8.9,-3.3,41,86400
2018-3-22 23:00:00,7.8,-2.8,46,86300
2018-3-23 00:00:00,6.1,-1.7,56,86300
2018-3-23 01:00:00,7.8,-2.2,48,86300
2018-3-23 02:00:00,7.8,-2.2,48,86200
2018-3-23 03:00:00,6.1,-3.3,49,86200
2018-3-23 04:00:00,7.8,-5.6,36,86200
2018-3-23 05:00:00,7.8,-5.6,36,86200
2018-3-23 06:00:00,6.1,-2.8,51,86200
2018-3-23 07:00:00,6.7,-2.8,49,86100
2018-3-23 08:00:00,10.6,-5.6,30,86000
2018-3-23 09:00:00,11.7,-7.2,24,86000
2018-3-23 10:00:00,12.8,-8.3,20,85900
2018-3-23 11:00:00,14.4,-6.1,22,85800
2018-3-23 12:00:00,15,-6.7,20,85700
2018-3-23 13:00:00,14.4,-7.2,20,85600
2018-3-23 14:00:00,13.9,-7.2,21,85600
2018-3-23 15:00:00,12.2,-4.4,30,85600
2018-3-23 16:00:00,11.7,-2.8,35,85600
2018-3-23 17:00:00,10.6,-3.9,35,85600
2018-3-23 18:00:00,10,-2.2,41,85600
2018-3-23 19:00:00,3.9,-2.8,60,85700
2018-3-23 20:00:00,3.3,-1.7,69,85600
2018-3-23 21:00:00,0.6,-0.6,91,85600
2018-3-23 22:00:00,0.6,-0.6,91,85700
2018-3-23 23:00:00,0,0,100,85800
2018-3-24 00:00:00,-0.6,-0.6,100,85900
2018-3-24 01:00:00,-0.6,-0.6,100,86000
2018-3-24 02:00:00,-1.1,-1.7,95,86100
2018-3-24 03:00:00,-1.1,-2.2,91,86200
2018-3-24 04:00:00,-1.1,-2.2,91,86300
2018-3-24 05:00:00,-1.7,-3.9,83,86300
2018-3-24 06:00:00,-1.7,-4.4,80,86400
2018-3-24 07:00:00,-1.1,-3.3,83,86500
2018-3-24 08:00:00,0,-3.3,76,86500
2018-3-24 09:00:00,1.7,-2.8,70,86600
2018-3-24 10:00:00,2.2,-3.3,65,86600
2018-3-24 11:00:00,3.3,-4.4,55,86600
2018-3-24 12:00:00,3.9,-6.1,45,86600
2018-3-24 13:00:00,4.4,-6.1,44,86600
2018-3-24 14:00:00,5.6,-3.9,49,86600
2018-3-24 15:00:00,5.6,-3.9,49,86600
2018-3-24 16:00:00,2.8,-6.1,49,86600
2018-3-24 17:00:00,2.8,-3.9,59,86700
2018-3-24 18:00:00,0.6,-1.1,87,86700
2018-3-24 19:00:00,-0.6,-2.2,88,86700
2018-3-24 20:00:00,-0.6,-1.7,91,86800
2018-3-24 21:00:00,0,-2.2,83,86900
2018-3-24 22:00:00,-1.1,-2.2,91,86900
2018-3-24 23:00:00,-1.7,-3.3,87,86800
2018-3-25 00:00:00,-1.7,-2.8,91,86800
2018-3-25 01:00:00,-2.8,-3.9,91,86800
2018-3-25 02:00:00,-2.8,-4.4,87,86800
2018-3-25 03:00:00,-2.8,-5,83,86800
2018-3-25 04:00:00,-2.2,-4.4,83,86900
2018-3-25 05:00:00,-2.2,-5,79,86900
2018-3-25 06:00:00,-2.2,-5,79,86900
2018-3-25 07:00:00,0.6,-3.3,73,87000
2018-3-25 08:00:00,2.2,-5.6,53,87000
2018-3-25 09:00:00,2.8,-4.4,57,87000
2018-3-25 10:00:00,3.3,-3.3,60,87100
2018-3-25 11:00:00,4.4,-3.9,53,87000
2018-3-25 12:00:00,5,-3.9,51,87100
2018-3-25 13:00:00,4.4,-3.3,55,87000
2018-3-25 14:00:00,3.3,-3.9,57,87100
2018-3-25 15:00:00,1.7,-1.1,81,87100
2018-3-25 16:00:00,1.1,-1.7,80,87200
2018-3-25 17:00:00,2.2,-2.2,71,87200
2018-3-25 18:00:00,1.7,-2.8,70,87200
2018-3-25 19:00:00,0.6,-3.3,73,87300
2018-3-25 20:00:00,1.1,-3.9,67,87300
2018-3-25 21:00:00,-0.6,-2.8,83,87300
2018-3-25 22:00:00,-0.6,-3.3,80,87400
2018-3-25 23:00:00,-1.1,-3.9,79,87400
2018-3-26 00:00:00,-1.1,-5,72,87400
2018-3-26 01:00:00,-1.1,-4.4,76,87400
2018-3-26 02:00:00,-2.8,-5,83,87400
2018-3-26 03:00:00,-2.8,-5,83,87400
2018-3-26 04:00:00,-3.9,-5.6,86,87500
2018-3-26 05:00:00,-3.3,-5.6,82,87500
2018-3-26 06:00:00,-3.3,-6.7,75,87600
2018-3-26 07:00:00,-1.1,-4.4,76,87600
2018-3-26 08:00:00,1.7,-4.4,61,87700
2018-3-26 09:00:00,2.8,-4.4,57,87700
2018-3-26 10:00:00,3.9,-5.6,47,87700
2018-3-26 11:00:00,5,-6.1,42,87700
2018-3-26 12:00:00,5.6,-5.6,42,87700
2018-3-26 13:00:00,5.6,-7.8,35,87700
2018-3-26 14:00:00,6.1,-6.1,39,87700
2018-3-26 15:00:00,6.7,-5.6,39,87700
2018-3-26 16:00:00,6.7,-7.2,34,87700
2018-3-26 17:00:00,5.6,-6.7,38,87700
2018-3-26 18:00:00,3.9,-6.1,45,87700
2018-3-26 19:00:00,3.3,-5,52,87800
2018-3-26 20:00:00,2.8,-3.3,62,87800
2018-3-26 21:00:00,0,-3.9,72,87800
2018-3-26 22:00:00,1.7,-6.7,50,87800
2018-3-26 23:00:00,1.1,-7.2,50,87800
2018-3-27 00:00:00,-1.7,-3.9,83,87800
2018-3-27 01:00:00,-1.1,-3.9,79,87800
2018-3-27 02:00:00,-1.7,-4.4,80,87800
2018-3-27 03:00:00,-2.8,-5,83,87800
2018-3-27 04:00:00,-2.8,-5,83,87800
2018-3-27 05:00:00,-2.8,-7.2,69,87800
2018-3-27 06:00:00,-2.8,-6.1,76,87900
2018-3-27 07:00:00,0.6,-6.1,57,87900
2018-3-27 08:00:00,2.2,-6.1,51,87900
2018-3-27 09:00:00,3.9,-5,50,87900
2018-3-27 10:00:00,5.6,-7.8,35,87900
2018-3-27 11:00:00,5.6,-7.8,35,87800
2018-3-27 12:00:00,6.7,-6.1,37,87800
2018-3-27 13:00:00,6.1,-8.3,32,87700
2018-3-27 14:00:00,6.7,-7.2,34,87700
2018-3-27 15:00:00,6.7,-7.2,34,87700
2018-3-27 16:00:00,6.1,-6.1,39,87700
2018-3-27 17:00:00,5,-5.6,44,87700
2018-3-27 18:00:00,3.3,-4.4,55,87700
2018-3-27 19:00:00,1.7,-3.9,64,87700
2018-3-27 20:00:00,0,-4.4,69,87700
2018-3-27 21:00:00,0.6,-3.9,69,87600
2018-3-27 22:00:00,1.1,-5.6,58,87600
2018-3-27 23:00:00,-1.1,-6.1,66,87600
2018-3-28 00:00:00,0,-6.1,60,87500
2018-3-28 01:00:00,-1.1,-5,72,87500
2018-3-28 02:00:00,-2.8,-5,83,87400
2018-3-28 03:00:00,-1.7,-6.7,65,87400
2018-3-28 04:00:00,-1.7,-6.7,65,87400
2018-3-28 05:00:00,-4.4,-7.8,75,87400
2018-3-28 06:00:00,-1.7,-6.1,69,87300
2018-3-28 07:00:00,0,-6.1,60,87400
2018-3-28 08:00:00,2.8,-5,54,87400
2018-3-28 09:00:00,4.4,-7.8,38,87400
2018-3-28 10:00:00,5,-7.8,36,87300
2018-3-28 11:00:00,6.1,-6.1,39,87300
2018-3-28 12:00:00,7.2,-5.6,38,87200
2018-3-28 13:00:00,6.7,-7.2,34,87200
2018-3-28 14:00:00,7.8,-7.2,31,87100
2018-3-28 15:00:00,7.2,-7.8,31,87100
2018-3-28 16:00:00,6.7,-7.8,32,87100
2018-3-28 17:00:00,5.6,-7.2,37,87100
2018-3-28 18:00:00,3.9,-6.7,43,87100
2018-3-28 19:00:00,3.3,-6.7,45,87100
2018-3-28 20:00:00,2.2,-7.8,44,87100
2018-3-28 21:00:00,3.3,-8.9,37,87100
2018-3-28 22:00:00,2.2,-5.6,53,87100
2018-3-28 23:00:00,1.7,-7.2,48,87100
2018-3-29 00:00:00,1.1,-8.3,46,87100
2018-3-29 01:00:00,-0.6,-6.1,63,87100
2018-3-29 02:00:00,-0.6,-10,45,87000
2018-3-29 03:00:00,-4.4,-7.8,75,87100
2018-3-29 04:00:00,-2.8,-7.2,69,87100
2018-3-29 05:00:00,-3.3,-7.8,68,87100
2018-3-29 06:00:00,-3.3,-8.3,65,87200
2018-3-29 07:00:00,1.1,-8.3,46,87200
2018-3-29 08:00:00,3.3,-8.3,39,87200
2018-3-29 09:00:00,3.9,-9.4,34,87200
2018-3-29 10:00:00,5.6,-8.9,31,87200
2018-3-29 11:00:00,6.1,-8.9,30,87200
2018-3-29 12:00:00,6.1,-6.7,37,87300
2018-3-29 13:00:00,6.7,-6.7,35,87300
2018-3-29 14:00:00,7.8,-5,38,87300
2018-3-29 15:00:00,6.7,-5.6,39,87300
2018-3-29 16:00:00,6.7,-6.7,35,87300
2018-3-29 17:00:00,5.6,-6.7,38,87300
2018-3-29 18:00:00,3.9,-7.2,41,87400
2018-3-29 19:00:00,2.8,-5.6,51,87400
2018-3-29 20:00:00,1.1,-5,61,87500
2018-3-29 21:00:00,2.2,-5,56,87500
2018-3-29 22:00:00,0.6,-4.4,66,87500
2018-3-29 23:00:00,-0.6,-5,69,87500
2018-3-30 00:00:00,-1.7,-5.6,72,87500
2018-3-30 01:00:00,-1.7,-6.1,69,87500
2018-3-30 02:00:00,-1.7,-6.7,65,87500
2018-3-30 03:00:00,-1.7,-5.6,72,87500
2018-3-30 04:00:00,-2.8,-6.7,72,87500
2018-3-30 05:00:00,-2.8,-6.7,72,87500
2018-3-30 06:00:00,-2.2,-6.1,72,87600
2018-3-30 07:00:00,0.6,-5.6,60,87600
2018-3-30 08:00:00,3.3,-5.6,49,87600
2018-3-30 09:00:00,5.6,-6.7,38,87700
2018-3-30 10:00:00,6.7,-6.1,37,87600
2018-3-30 11:00:00,7.8,-5.6,36,87600
2018-3-30 12:00:00,8.3,-6.7,32,87600
2018-3-30 13:00:00,8.3,-6.1,33,87500
2018-3-30 14:00:00,8.9,-6.7,30,87500
2018-3-30 15:00:00,9.4,-6.1,31,87500
2018-3-30 16:00:00,8.9,-6.1,32,87500
2018-3-30 17:00:00,7.2,-6.7,34,87500
2018-3-30 18:00:00,6.1,-7.2,35,87500
2018-3-30 19:00:00,5,-6.7,40,87500
2018-3-30 20:00:00,4.4,-6.7,41,87500
2018-3-30 21:00:00,2.8,-4.4,57,87500
2018-3-30 22:00:00,1.7,-4.4,61,87600
2018-3-30 23:00:00,1.1,-5,61,87600
2018-3-31 00:00:00,1.1,-6.1,55,87500
2018-3-31 01:00:00,1.1,-6.1,55,87500
2018-3-31 02:00:00,0,-5.6,62,87500
2018-3-31 03:00:00,-1.1,-5,72,87500
2018-3-31 04:00:00,-1.1,-5,72,87500
2018-3-31 05:00:00,-0.6,-4.4,73,87500
2018-3-31 06:00:00,0.6,-3.9,69,87600
2018-3-31 07:00:00,3.9,-2.8,60,87600
2018-3-31 08:00:00,6.1,-2.8,51,87600
2018-3-31 09:00:00,8.3,-3.3,42,87600
2018-3-31 10:00:00,11.1,-3.9,33,87600
2018-3-31 11:00:00,11.7,-4.4,31,87600
2018-3-31 12:00:00,12.8,-3.9,30,87600
2018-3-31 13:00:00,12.8,-3.3,31,87500
2018-3-31 14:00:00,13.9,-2.8,30,87500
2018-3-31 15:00:00,12.8,-2.2,34,87400
2018-3-31 16:00:00,13.3,-2.8,32,87400
2018-3-31 17:00:00,12.2,-3.9,31,87400
2018-3-31 18:00:00,7.8,-0.6,55,87400
2018-3-31 19:00:00,6.1,-3.3,49,87400
2018-3-31 20:00:00,7.2,-2.2,50,87400
2018-3-31 21:00:00,7.5,-1.9,58,87400
2018-3-31 22:00:00,7.8,-1.6,60,87400
2018-3-31 23:00:00,8.1,-1.4,65,87400
2018-4-01 00:00:00,8.5,-1.2,44,86800
2018-4-01 01:00:00,8.8,-1,50,86700
2018-4-01 02:00:00,9.1,-0.7,50,86700
2018-4-01 03:00:00,9.4,-0.6,49,86700
2018-4-01 04:00:00,10,-1.1,45,86700
2018-4-01 05:00:00,9.4,-1.1,47,86700
2018-4-01 06:00:00,10.6,-1.7,42,86700
2018-4-01 07:00:00,12.8,-1.1,38,86700
2018-4-01 08:00:00,16.1,-0.6,32,86700
2018-4-01 09:00:00,18.3,-2.2,24,86600
2018-4-01 10:00:00,20,-4.4,18,86500
2018-4-01 11:00:00,21.1,-2.8,19,86500
2018-4-01 12:00:00,21.7,-3.3,18,86400
2018-4-01 13:00:00,21.1,-3.9,18,86300
2018-4-01 14:00:00,22.2,-3.9,16,86200
2018-4-01 15:00:00,22.2,-5,15,86100
2018-4-01 16:00:00,21.7,-5.6,15,86000
2018-4-01 17:00:00,21.1,-5.6,15,86000
2018-4-01 18:00:00,19.4,-6.7,15,86000
2018-4-01 19:00:00,19.4,-6.1,16,86000
2018-4-01 20:00:00,18.9,-5.6,17,86000
2018-4-01 21:00:00,18.9,-6.1,17,86000
2018-4-01 22:00:00,18.3,-5,19,86000
2018-4-01 23:00:00,18.3,-5.6,18,85900
2018-4-02 00:00:00,17.2,-5,20,85900
2018-4-02 01:00:00,17.2,-4.4,22,85900
2018-4-02 02:00:00,17.2,-2.8,25,85900
2018-4-02 03:00:00,16.7,-3.3,24,85800
2018-4-02 04:00:00,10,5.6,74,86100
2018-4-02 05:00:00,8.9,5,77,86200
2018-4-02 06:00:00,7.2,5.6,90,86200
2018-4-02 07:00:00,8.3,6.1,86,86300
2018-4-02 08:00:00,8.3,6.1,86,86300
2018-4-02 09:00:00,9.4,6.7,83,86400
2018-4-02 10:00:00,10.6,5.6,71,86400
2018-4-02 11:00:00,10.6,4.4,65,86500
2018-4-02 12:00:00,11.7,3.3,56,86500
2018-4-02 13:00:00,11.1,1.7,52,86600
2018-4-02 14:00:00,13.3,1.7,45,86600
2018-4-02 15:00:00,11.7,0.6,46,86600
2018-4-02 16:00:00,11.1,-0.6,44,86700
2018-4-02 17:00:00,10,2.8,61,86700
2018-4-02 18:00:00,9.4,2.8,63,86700
2018-4-02 19:00:00,9.4,1.7,59,86800
2018-4-02 20:00:00,9.4,0.6,54,86800
2018-4-02 21:00:00,8.3,1.7,63,86800
2018-4-02 22:00:00,6.7,1.7,70,86900
2018-4-02 23:00:00,5.6,1.7,76,86900
2018-4-03 00:00:00,5.6,1.1,73,87000
2018-4-03 01:00:00,3.9,0.6,79,87000
2018-4-03 02:00:00,3.3,0.6,82,87000
2018-4-03 03:00:00,2.8,0.6,85,87000
2018-4-03 04:00:00,3.3,0,79,87000
2018-4-03 05:00:00,2.2,-0.6,81,87000
2018-4-03 06:00:00,2.8,0,82,87100
2018-4-03 07:00:00,6.1,0.6,68,87100
2018-4-03 08:00:00,8.9,0.6,56,87200
2018-4-03 09:00:00,10.6,0.6,50,87200
2018-4-03 10:00:00,11.1,-0.6,44,87200
2018-4-03 11:00:00,12.8,-1.1,38,87200
2018-4-03 12:00:00,12.2,-2.2,36,87100
2018-4-03 13:00:00,13.3,-3.3,30,87100
2018-4-03 14:00:00,13.3,-1.7,35,87100
2018-4-03 15:00:00,13.9,-2.2,32,87100
2018-4-03 16:00:00,12.8,-1.7,36,87100
2018-4-03 17:00:00,11.1,0,46,87100
2018-4-03 18:00:00,9.4,0,52,87100
2018-4-03 19:00:00,8.3,-0.6,53,87200
2018-4-03 20:00:00,7.8,0,58,87200
2018-4-03 21:00:00,6.7,0,62,87200
2018-4-03 22:00:00,7.8,0.6,60,87200
2018-4-03 23:00:00,6.7,1.1,67,87300
2018-4-04 00:00:00,7.2,1.7,68,87300
2018-4-04 01:00:00,6.7,2.2,73,87300
2018-4-04 02:00:00,6.7,2.2,73,87300
2018-4-04 03:00:00,6.7,3.3,79,87300
2018-4-04 04:00:00,6.1,3.3,82,87400
2018-4-04 05:00:00,5,3.3,89,87400
2018-4-04 06:00:00,4.4,2.8,89,87500
2018-4-04 07:00:00,7.2,2.8,74,87600
2018-4-04 08:00:00,7.8,3.9,76,87600
2018-4-04 09:00:00,9.4,2.8,63,87700
2018-4-04 10:00:00,10,1.1,54,87700
2018-4-04 11:00:00,11.7,1.1,48,87700
2018-4-04 12:00:00,11.1,-2.8,37,87700
2018-4-04 13:00:00,11.7,-1.7,39,87700
2018-4-04 14:00:00,12.2,0.6,45,87700
2018-4-04 15:00:00,11.7,-1.1,41,87600
2018-4-04 16:00:00,10,0,50,87700
2018-4-04 17:00:00,11.1,-2.8,37,87700
2018-4-04 18:00:00,8.9,-3.9,39,87800
2018-4-04 19:00:00,6.1,-3.3,49,87800
2018-4-04 20:00:00,4.4,-3.3,55,87900
2018-4-04 21:00:00,4.4,-4.4,51,88000
2018-4-04 22:00:00,2.8,-4.4,57,88000
2018-4-04 23:00:00,3.9,-5,50,88000
2018-4-05 00:00:00,6.7,-5,41,88100
2018-4-05 01:00:00,5,-3.9,51,88100
2018-4-05 02:00:00,6.7,-4.4,43,88100
2018-4-05 03:00:00,3.9,-3.3,57,88100
2018-4-05 04:00:00,2.8,-3.3,62,88200
2018-4-05 05:00:00,1.7,-3.3,67,88200
2018-4-05 06:00:00,2.2,-2.8,68,88200
2018-4-05 07:00:00,6.7,-2.2,52,88300
2018-4-05 08:00:00,9.4,-2.8,41,88300
2018-4-05 09:00:00,10.6,-3.9,35,88300
2018-4-05 10:00:00,12.2,-1.1,39,88300
2018-4-05 11:00:00,12.8,-2.8,33,88200
2018-4-05 12:00:00,12.8,-2.8,33,88200
2018-4-05 13:00:00,13.3,-4.4,28,88100
2018-4-05 14:00:00,14.4,-1.1,34,88100
2018-4-05 15:00:00,14.4,-1.1,34,88100
2018-4-05 16:00:00,14.4,-1.7,32,88000
2018-4-05 17:00:00,12.8,-2.2,34,88000
2018-4-05 18:00:00,10.6,-2.2,40,88000
2018-4-05 19:00:00,10,-0.6,47,88000
2018-4-05 20:00:00,8.9,-1.7,47,88000
2018-4-05 21:00:00,7.8,-1.7,50,88000
2018-4-05 22:00:00,7.8,-1.1,53,88000
2018-4-05 23:00:00,6.1,-0.6,62,88000
2018-4-06 00:00:00,4.4,-0.6,70,88000
2018-4-06 01:00:00,2.8,-1.1,75,88000
2018-4-06 02:00:00,2.8,-1.7,71,87900
2018-4-06 03:00:00,2.8,-2.8,65,87900
2018-4-06 04:00:00,4.4,-0.6,70,87900
2018-4-06 05:00:00,4.4,-0.6,70,87900
2018-4-06 06:00:00,4.4,0,73,87900
2018-4-06 07:00:00,7.8,0.6,60,87900
2018-4-06 08:00:00,10.6,0.6,50,87900
2018-4-06 09:00:00,13.3,-1.1,37,87900
2018-4-06 10:00:00,15,-1.1,33,87800
2018-4-06 11:00:00,16.7,0.6,34,87800
2018-4-06 12:00:00,17.2,0,31,87700
2018-4-06 13:00:00,17.2,-1.7,27,87600
2018-4-06 14:00:00,17.8,-0.6,29,87500
2018-4-06 15:00:00,17.8,-0.6,29,87500
2018-4-06 16:00:00,16.1,0,33,87400
2018-4-06 17:00:00,15,1.1,39,87400
2018-4-06 18:00:00,9.4,0.6,54,87400
2018-4-06 19:00:00,12.2,0,43,87400
2018-4-06 20:00:00,10.6,0,48,87400
2018-4-06 21:00:00,8.9,1.7,61,87400
2018-4-06 22:00:00,7.2,1.1,65,87400
2018-4-06 23:00:00,7.8,0.6,60,87400
2018-4-07 00:00:00,6.7,1.1,67,87300
2018-4-07 01:00:00,6.1,1.1,70,87300
2018-4-07 02:00:00,5.6,1.1,73,87300
2018-4-07 03:00:00,5,1.1,76,87300
2018-4-07 04:00:00,6.1,0,65,87300
2018-4-07 05:00:00,5,0,70,87300
2018-4-07 06:00:00,7.2,1.7,68,87300
2018-4-07 07:00:00,10.6,2.2,56,87300
2018-4-07 08:00:00,13.9,2.8,47,87300
2018-4-07 09:00:00,17.8,1.1,32,87300
2018-4-07 10:00:00,18.3,1.1,31,87300
2018-4-07 11:00:00,18.9,2.8,34,87300
2018-4-07 12:00:00,20,3.3,33,87200
2018-4-07 13:00:00,20,2.2,31,87200
2018-4-07 14:00:00,20.6,3.3,32,87100
2018-4-07 15:00:00,20.6,2.8,31,87100
2018-4-07 16:00:00,21.1,2.8,30,87100
2018-4-07 17:00:00,20,3.9,35,87000
2018-4-07 18:00:00,16.7,3.3,41,87000
2018-4-07 19:00:00,16.1,5,48,87100
2018-4-07 20:00:00,13.3,5,57,87100
2018-4-07 21:00:00,12.8,5,59,87100
2018-4-07 22:00:00,11.7,3.9,59,87100
2018-4-07 23:00:00,10.6,3.3,61,87100
2018-4-08 00:00:00,9.4,3.9,68,87100
2018-4-08 01:00:00,9.4,3.3,66,87100
2018-4-08 02:00:00,10,3.3,63,87100
2018-4-08 03:00:00,9.4,3.3,66,87100
2018-4-08 04:00:00,8.3,3.3,71,87100
2018-4-08 05:00:00,9.4,3.3,66,87200
2018-4-08 06:00:00,10,4.4,68,87200
2018-4-08 07:00:00,13.3,5,57,87300
2018-4-08 08:00:00,16.7,6.1,50,87300
2018-4-08 09:00:00,19.4,4.4,37,87300
2018-4-08 10:00:00,21.1,5.6,36,87300
2018-4-08 11:00:00,23.3,4.4,29,87300
2018-4-08 12:00:00,24.4,5,29,87200
2018-4-08 13:00:00,25.6,5.6,28,87200
2018-4-08 14:00:00,25.6,5.6,28,87200
2018-4-08 15:00:00,25.6,3.9,25,87100
2018-4-08 16:00:00,25,5,28,87100
2018-4-08 17:00:00,23.3,7.2,35,87100
2018-4-08 18:00:00,20,4.4,36,87000
2018-4-08 19:00:00,17.8,5.6,45,87100
2018-4-08 20:00:00,15.6,4.4,47,87100
2018-4-08 21:00:00,15,3.9,47,87100
2018-4-08 22:00:00,13.9,4.4,53,87100
2018-4-08 23:00:00,13.3,5.6,60,87100
2018-4-09 00:00:00,11.7,5,63,87100
2018-4-09 01:00:00,12.8,3.9,55,87100
2018-4-09 02:00:00,11.7,3.9,59,87100
2018-4-09 03:00:00,12.2,4.4,59,87100
2018-4-09 04:00:00,11.7,3.9,59,87100
2018-4-09 05:00:00,11.1,4.4,63,87100
2018-4-09 06:00:00,12.8,5,59,87200
2018-4-09 07:00:00,17.2,5,44,87100
2018-4-09 08:00:00,20,5,37,87100
2018-4-09 09:00:00,21.7,5.6,35,87100
2018-4-09 10:00:00,25,1.7,22,87100
2018-4-09 11:00:00,26.1,1.7,20,87000
2018-4-09 12:00:00,27.2,1.7,19,86900
2018-4-09 13:00:00,27.8,1.7,18,86900
2018-4-09 14:00:00,27.8,1.7,18,86700
2018-4-09 15:00:00,27.8,-0.6,16,86600
2018-4-09 16:00:00,27.8,0.6,17,86600
2018-4-09 17:00:00,26.1,0.6,19,86500
2018-4-09 18:00:00,23.3,1.7,24,86500
2018-4-09 19:00:00,19.4,4.4,37,86500
2018-4-09 20:00:00,19.4,3.3,34,86500
2018-4-09 21:00:00,18.9,2.2,33,86500
2018-4-09 22:00:00,16.7,3.9,42,86600
2018-4-09 23:00:00,16.7,2.8,39,86600
2018-4-10 00:00:00,17.2,0,31,86600
2018-4-10 01:00:00,15,0.6,37,86600
2018-4-10 02:00:00,13.9,1.7,44,86600
2018-4-10 03:00:00,16.1,0,33,86500
2018-4-10 04:00:00,16.7,-1.1,29,86500
2018-4-10 05:00:00,17.2,-4.4,22,86500
2018-4-10 06:00:00,15.6,-1.7,30,86500
2018-4-10 07:00:00,17.2,0,31,86500
2018-4-10 08:00:00,18.9,-2.2,23,86400
2018-4-10 09:00:00,20,-2.8,21,86400
2018-4-10 10:00:00,21.1,-4.4,17,86400
2018-4-10 11:00:00,21.7,-2.8,19,86300
2018-4-10 12:00:00,21.7,-1.7,20,86300
2018-4-10 13:00:00,22.8,-1.7,19,86200
2018-4-10 14:00:00,20.6,1.1,27,86100
2018-4-10 15:00:00,20.6,0.6,26,86100
2018-4-10 16:00:00,18.9,2.2,33,86100
2018-4-10 17:00:00,18.3,2.2,34,86100
2018-4-10 18:00:00,17.8,1.1,32,86100
2018-4-10 19:00:00,16.7,1.1,35,86100
2018-4-10 20:00:00,13.9,6.1,59,86300
2018-4-10 21:00:00,10.6,6.7,77,86400
2018-4-10 22:00:00,10.6,6.1,74,86400
2018-4-10 23:00:00,10.6,6.7,77,86500
2018-4-11 00:00:00,10,6.1,77,86500
2018-4-11 01:00:00,10.6,5,68,86500
2018-4-11 02:00:00,10,3.9,66,86600
2018-4-11 03:00:00,8.3,2.2,65,86600
2018-4-11 04:00:00,7.2,2.2,70,86600
2018-4-11 05:00:00,6.7,2.2,73,86700
2018-4-11 06:00:00,8.3,2.8,68,86700
2018-4-11 07:00:00,10,2.2,58,86800
2018-4-11 08:00:00,10.6,2.8,58,86900
2018-4-11 09:00:00,10.6,2.2,56,86900
2018-4-11 10:00:00,10.6,0.6,50,87000
2018-4-11 11:00:00,12.2,0,43,86900
2018-4-11 12:00:00,12.2,0,43,87000
2018-4-11 13:00:00,14.4,-0.6,35,86900
2018-4-11 14:00:00,15,0,36,86900
2018-4-11 15:00:00,13.9,-0.6,37,86800
2018-4-11 16:00:00,15,-0.6,34,86800
2018-4-11 17:00:00,13.9,-0.6,37,86800
2018-4-11 18:00:00,12.2,-0.6,41,86800
2018-4-11 19:00:00,11.1,-1.7,40,86800
2018-4-11 20:00:00,10,-1.1,45,86800
2018-4-11 21:00:00,7.2,0.6,63,86800
2018-4-11 22:00:00,8.9,-1.1,49,86800
2018-4-11 23:00:00,8.3,-1.1,51,86800
2018-4-12 00:00:00,7.8,-0.6,55,86800
2018-4-12 01:00:00,7.8,-1.1,53,86800
2018-4-12 02:00:00,7.8,-0.6,55,86700
2018-4-12 03:00:00,8.3,1.1,60,86700
2018-4-12 04:00:00,8.3,1.1,60,86600
2018-4-12 05:00:00,8.3,1.1,60,86600
2018-4-12 06:00:00,8.9,1.1,58,86600
2018-4-12 07:00:00,9.4,0.6,54,86600
2018-4-12 08:00:00,10.6,-1.7,42,86600
2018-4-12 09:00:00,8.3,5,80,86700
2018-4-12 10:00:00,9.4,1.1,56,86700
2018-4-12 11:00:00,8.3,1.1,60,86600
2018-4-12 12:00:00,8.3,1.1,60,86600
2018-4-12 13:00:00,10,1.1,54,86500
2018-4-12 14:00:00,10.6,0.6,50,86400
2018-4-12 15:00:00,6.1,2.2,76,86500
2018-4-12 16:00:00,5,3.9,93,86600
2018-4-12 17:00:00,5,3.3,89,86700
2018-4-12 18:00:00,3.9,1.7,86,86600
