Column1,Cooling_Load (kBtu),Cooling_Load,W,kW,Heating_Load,Heating_Load(kBtu),
2018/01/01 0:00,96,96000,154418.9375,154.4189375,808000,808,
2018/01/01 1:00,92,92000,153915.2656,153.9152656,832000,832,
2018/01/01 2:00,88,88000,154684.0469,154.6840469,904000,904,
2018/01/01 3:00,100,100000,155504.8906,155.5048906,960000,960,
2018/01/01 4:00,100,100000,154178.0156,154.1780156,912000,912,
2018/01/01 5:00,96,96000,174183.6563,174.1836563,1388000,1388,
2018/01/01 6:00,88,88000,175369.9531,175.3699531,1612000,1612,
2018/01/01 7:00,96,96000,177066.3594,177.0663594,1620000,1620,
2018/01/01 8:00,92,92000,174414.5625,174.4145625,1592000,1592,
2018/01/01 9:00,116,116000,172715.7188,172.7157188,1560000,1560,
2018/01/01 10:00,128,128000,170298.7813,170.2987813,1492000,1492,
2018/01/01 11:00,124,124000,171647.3438,171.6473438,1320000,1320,
2018/01/01 12:00,112,112000,171739.8125,171.7398125,1188000,1188,
2018/01/01 13:00,116,116000,172297.7188,172.2977188,1092000,1092,
2018/01/01 14:00,124,124000,171836.3594,171.8363594,1076000,1076,
2018/01/01 15:00,128,128000,171594.0625,171.5940625,1028000,1028,
2018/01/01 16:00,120,120000,171579.9688,171.5799688,976000,976,
2018/01/01 17:00,116,116000,173609.8438,173.6098438,1104000,1104,
2018/01/01 18:00,124,124000,175402.2656,175.4022656,1300000,1300,
2018/01/01 19:00,120,120000,174121.0313,174.1210313,1364000,1364,
2018/01/01 20:00,120,120000,173483.0156,173.4830156,1416000,1416,
2018/01/01 21:00,120,120000,176300.75,176.30075,1436000,1436,
2018/01/01 22:00,108,108000,176042.9531,176.0429531,1048000,1048,
2018/01/01 23:00,92,92000,155799.3906,155.7993906,656000,656,
2018/01/02 0:00,92,92000,162676.6719,162.6766719,724000,724,
2018/01/02 1:00,96,96000,155344.9844,155.3449844,812000,812,
2018/01/02 2:00,92,92000,154548.2344,154.5482344,948000,948,
2018/01/02 3:00,92,92000,153472.6875,153.4726875,980000,980,
2018/01/02 4:00,100,100000,153089.9375,153.0899375,960000,960,
2018/01/02 5:00,88,88000,173831.4219,173.8314219,1364000,1364,
2018/01/02 6:00,100,100000,174917.875,174.917875,1608000,1608,
2018/01/02 7:00,92,92000,182423.7813,182.4237813,1588000,1588,
2018/01/02 8:00,92,92000,188273.6563,188.2736563,1576000,1576,
2018/01/02 9:00,96,96000,188987.8438,188.9878438,1540000,1540,
2018/01/02 10:00,124,124000,192061.7344,192.0617344,1456000,1456,
2018/01/02 11:00,132,132000,190903.6875,190.9036875,1316000,1316,
2018/01/02 12:00,116,116000,189984.1563,189.9841563,1260000,1260,
2018/01/02 13:00,112,112000,189791.2656,189.7912656,1100000,1100,
2018/01/02 14:00,136,136000,191352.125,191.352125,1100000,1100,
2018/01/02 15:00,124,124000,189129.4688,189.1294688,956000,956,
2018/01/02 16:00,132,132000,187906.5,187.9065,936000,936,
2018/01/02 17:00,108,108000,182661.4375,182.6614375,1088000,1088,
2018/01/02 18:00,124,124000,177444.1875,177.4441875,1224000,1224,
2018/01/02 19:00,120,120000,172967.6094,172.9676094,1432000,1432,
2018/01/02 20:00,120,120000,173141.0469,173.1410469,1392000,1392,
2018/01/02 21:00,124,124000,173276.0313,173.2760313,1460000,1460,
2018/01/02 22:00,108,108000,173867.5938,173.8675938,1028000,1028,
2018/01/02 23:00,92,92000,164402.6563,164.4026563,572000,572,
2018/01/03 0:00,100,100000,162245,162.245,684000,684,
2018/01/03 1:00,88,88000,163625.3906,163.6253906,780000,780,
2018/01/03 2:00,104,104000,162981.7813,162.9817813,804000,804,
2018/01/03 3:00,88,88000,158912.375,158.912375,880000,880,
2018/01/03 4:00,96,96000,161529.6563,161.5296563,836000,836,
2018/01/03 5:00,88,88000,178488.6875,178.4886875,1280000,1280,
2018/01/03 6:00,100,100000,182447.2188,182.4472188,1596000,1596,
2018/01/03 7:00,96,96000,179785.7344,179.7857344,1568000,1568,
2018/01/03 8:00,108,108000,183608.0156,183.6080156,1604000,1604,
2018/01/03 9:00,108,108000,191847.2656,191.8472656,1504000,1504,
2018/01/03 10:00,112,112000,187333.9688,187.3339688,1504000,1504,
2018/01/03 11:00,124,124000,192742.4063,192.7424063,1416000,1416,
2018/01/03 12:00,132,132000,190468.5156,190.4685156,1160000,1160,
2018/01/03 13:00,124,124000,191225.6406,191.2256406,1124000,1124,
2018/01/03 14:00,120,120000,188311.6406,188.3116406,1020000,1020,
2018/01/03 15:00,128,128000,190286.9531,190.2869531,928000,928,
2018/01/03 16:00,128,128000,187255.8438,187.2558438,892000,892,
2018/01/03 17:00,120,120000,183286.625,183.286625,1108000,1108,
2018/01/03 18:00,120,120000,180582.6406,180.5826406,1252000,1252,
2018/01/03 19:00,124,124000,176990.4531,176.9904531,1404000,1404,
2018/01/03 20:00,124,124000,183254.0938,183.2540938,1428000,1428,
2018/01/03 21:00,124,124000,176401.375,176.401375,1480000,1480,
2018/01/03 22:00,108,108000,174232.8438,174.2328438,948000,948,
2018/01/03 23:00,92,92000,156094.75,156.09475,444000,444,
2018/01/04 0:00,100,100000,154618.9844,154.6189844,656000,656,
2018/01/04 1:00,96,96000,151363.1875,151.3631875,724000,724,
2018/01/04 2:00,96,96000,150494.4219,150.4944219,736000,736,
2018/01/04 3:00,92,92000,151614.75,151.61475,788000,788,
2018/01/04 4:00,100,100000,151569.4531,151.5694531,820000,820,
2018/01/04 5:00,84,84000,166261.9844,166.2619844,1236000,1236,
2018/01/04 6:00,100,100000,169441.875,169.441875,1628000,1628,
2018/01/04 7:00,100,100000,180355.5625,180.3555625,1604000,1604,
2018/01/04 8:00,104,104000,185196.5938,185.1965938,1632000,1632,
2018/01/04 9:00,104,104000,182821.6406,182.8216406,1556000,1556,
2018/01/04 10:00,124,124000,186514.7188,186.5147188,1556000,1556,
2018/01/04 11:00,116,116000,197449.7188,197.4497188,1460000,1460,
2018/01/04 12:00,128,128000,195660.9531,195.6609531,1424000,1424,
2018/01/04 13:00,124,124000,191941.4688,191.9414688,1076000,1076,
2018/01/04 14:00,112,112000,190094.2188,190.0942188,1052000,1052,
2018/01/04 15:00,136,136000,189789.6406,189.7896406,980000,980,
2018/01/04 16:00,124,124000,194611.9063,194.6119063,1064000,1064,
2018/01/04 17:00,128,128000,183360.5156,183.3605156,1276000,1276,
2018/01/04 18:00,128,128000,175132.4531,175.1324531,1364000,1364,
2018/01/04 19:00,120,120000,173150.7344,173.1507344,1464000,1464,
2018/01/04 20:00,128,128000,171561.6875,171.5616875,1304000,1304,
2018/01/04 21:00,124,124000,170193.25,170.19325,1368000,1368,
2018/01/04 22:00,112,112000,167688.8281,167.6888281,896000,896,
2018/01/04 23:00,96,96000,153267.5313,153.2675313,472000,472,
2018/01/05 0:00,92,92000,154863.1563,154.8631563,628000,628,
2018/01/05 1:00,100,100000,152551.6563,152.5516563,712000,712,
2018/01/05 2:00,96,96000,153567.5,153.5675,748000,748,
2018/01/05 3:00,92,92000,153187.4688,153.1874688,724000,724,
2018/01/05 4:00,92,92000,153303.1875,153.3031875,848000,848,
2018/01/05 5:00,92,92000,178826.6719,178.8266719,1212000,1212,
2018/01/05 6:00,96,96000,180178.7031,180.1787031,1644000,1644,
2018/01/05 7:00,104,104000,192650.4688,192.6504688,1596000,1596,
2018/01/05 8:00,120,120000,192059.5313,192.0595313,1620000,1620,
2018/01/05 9:00,124,124000,187610.5938,187.6105938,1504000,1504,
2018/01/05 10:00,108,108000,190671.4688,190.6714688,1508000,1508,
2018/01/05 11:00,124,124000,187420.8594,187.4208594,1280000,1280,
2018/01/05 12:00,120,120000,187684.3125,187.6843125,1180000,1180,
2018/01/05 13:00,120,120000,188407,188.407,1200000,1200,
2018/01/05 14:00,120,120000,187108.8594,187.1088594,1164000,1164,
2018/01/05 15:00,124,124000,184302.0781,184.3020781,1292000,1292,
2018/01/05 16:00,112,112000,182292.5313,182.2925313,1348000,1348,
2018/01/05 17:00,124,124000,183644.7344,183.6447344,1408000,1408,
2018/01/05 18:00,120,120000,181781.8281,181.7818281,1376000,1376,
2018/01/05 19:00,128,128000,179716.9844,179.7169844,1384000,1384,
2018/01/05 20:00,120,120000,174299.5469,174.2995469,1380000,1380,
2018/01/05 21:00,116,116000,171980.4063,171.9804063,1380000,1380,
2018/01/05 22:00,116,116000,171900.2344,171.9002344,856000,856,
2018/01/05 23:00,92,92000,152336.2969,152.3362969,376000,376,
2018/01/06 0:00,100,100000,152589.7656,152.5897656,508000,508,
2018/01/06 1:00,96,96000,152566.8281,152.5668281,536000,536,
2018/01/06 2:00,92,92000,151674.3125,151.6743125,584000,584,
2018/01/06 3:00,96,96000,151913.1406,151.9131406,544000,544,
2018/01/06 4:00,96,96000,150785.9844,150.7859844,488000,488,
2018/01/06 5:00,92,92000,152187.6875,152.1876875,580000,580,
2018/01/06 6:00,92,92000,149102.1094,149.1021094,628000,628,
2018/01/06 7:00,100,100000,150186.25,150.18625,524000,524,
2018/01/06 8:00,92,92000,149562.3594,149.5623594,556000,556,
2018/01/06 9:00,100,100000,143134.2188,143.1342188,508000,508,
2018/01/06 10:00,88,88000,144343.6094,144.3436094,596000,596,
2018/01/06 11:00,96,96000,145344.8594,145.3448594,640000,640,
2018/01/06 12:00,92,92000,146177.6875,146.1776875,560000,560,
2018/01/06 13:00,96,96000,147623.3438,147.6233438,592000,592,
2018/01/06 14:00,100,100000,150019.25,150.01925,384000,384,
2018/01/06 15:00,92,92000,149028.6875,149.0286875,292000,292,
2018/01/06 16:00,100,100000,148352.75,148.35275,308000,308,
2018/01/06 17:00,92,92000,150460,150.46,404000,404,
2018/01/06 18:00,96,96000,155383.6563,155.3836563,532000,532,
2018/01/06 19:00,100,100000,153452.4531,153.4524531,612000,612,
2018/01/06 20:00,92,92000,163085.0781,163.0850781,700000,700,
2018/01/06 21:00,100,100000,156447.5938,156.4475938,668000,668,
2018/01/06 22:00,100,100000,148345.625,148.345625,760000,760,
2018/01/06 23:00,92,92000,154887.5781,154.8875781,656000,656,
2018/01/07 0:00,92,92000,156113.0781,156.1130781,732000,732,
2018/01/07 1:00,104,104000,155858.0938,155.8580938,728000,728,
2018/01/07 2:00,96,96000,157513.6719,157.5136719,712000,712,
2018/01/07 3:00,96,96000,155790.4531,155.7904531,784000,784,
2018/01/07 4:00,92,92000,171576.6719,171.5766719,1224000,1224,
2018/01/07 5:00,104,104000,172825.5625,172.8255625,1564000,1564,
2018/01/07 6:00,96,96000,178048.8438,178.0488438,1600000,1600,
2018/01/07 7:00,112,112000,189984.625,189.984625,1488000,1488,
2018/01/07 8:00,124,124000,189743.8594,189.7438594,1436000,1436,
2018/01/07 9:00,184,184000,199040.5781,199.0405781,1372000,1372,
2018/01/07 10:00,128,128000,203793.5469,203.7935469,1204000,1204,
2018/01/07 11:00,124,124000,206466.5625,206.4665625,1344000,1344,
2018/01/07 12:00,128,128000,211257.5313,211.2575313,1296000,1296,
2018/01/07 13:00,132,132000,208002.1875,208.0021875,1420000,1420,
2018/01/07 14:00,120,120000,207096.1719,207.0961719,1220000,1220,
2018/01/07 15:00,132,132000,207242.0625,207.2420625,1328000,1328,
2018/01/07 16:00,96,96000,202743.8125,202.7438125,1140000,1140,
2018/01/07 17:00,164,164000,203216.4219,203.2164219,1404000,1404,
2018/01/07 18:00,128,128000,202898.75,202.89875,1336000,1336,
2018/01/07 19:00,128,128000,198092.5625,198.0925625,1400000,1400,
2018/01/07 20:00,128,128000,197436.9219,197.4369219,1360000,1360,
2018/01/07 21:00,132,132000,187486.7031,187.4867031,1464000,1464,
2018/01/07 22:00,116,116000,176112.4063,176.1124063,792000,792,
2018/01/07 23:00,104,104000,160406.1563,160.4061563,400000,400,
2018/01/08 0:00,96,96000,157953.7969,157.9537969,380000,380,
2018/01/08 1:00,92,92000,153994.2813,153.9942813,588000,588,
2018/01/08 2:00,100,100000,158888.5,158.8885,544000,544,
2018/01/08 3:00,88,88000,149166.2031,149.1662031,596000,596,
2018/01/08 4:00,96,96000,151420.1094,151.4201094,624000,624,
2018/01/08 5:00,88,88000,173675.5625,173.6755625,1140000,1140,
2018/01/08 6:00,108,108000,178608.1563,178.6081563,1604000,1604,
2018/01/08 7:00,124,124000,199738.2969,199.7382969,1556000,1556,
2018/01/08 8:00,120,120000,204359.375,204.359375,1592000,1592,
2018/01/08 9:00,120,120000,211727.3281,211.7273281,1392000,1392,
2018/01/08 10:00,128,128000,212085.2031,212.0852031,1404000,1404,
2018/01/08 11:00,132,132000,212997.5625,212.9975625,1264000,1264,
2018/01/08 12:00,120,120000,215035.1875,215.0351875,1260000,1260,
2018/01/08 13:00,132,132000,212261.9375,212.2619375,1008000,1008,
2018/01/08 14:00,128,128000,209760.7656,209.7607656,940000,940,
2018/01/08 15:00,132,132000,205315.9688,205.3159688,856000,856,
2018/01/08 16:00,124,124000,204815.9531,204.8159531,876000,876,
2018/01/08 17:00,132,132000,208999.8281,208.9998281,1032000,1032,
2018/01/08 18:00,132,132000,209522.6094,209.5226094,1124000,1124,
2018/01/08 19:00,132,132000,196301.3594,196.3013594,1212000,1212,
2018/01/08 20:00,128,128000,197248.1094,197.2481094,1320000,1320,
2018/01/08 21:00,132,132000,194279.9219,194.2799219,1460000,1460,
2018/01/08 22:00,124,124000,176855.3594,176.8553594,992000,992,
2018/01/08 23:00,100,100000,154451.8906,154.4518906,336000,336,
2018/01/09 0:00,96,96000,157022.5781,157.0225781,392000,392,
2018/01/09 1:00,96,96000,154877.2656,154.8772656,448000,448,
2018/01/09 2:00,96,96000,148412.7656,148.4127656,460000,460,
2018/01/09 3:00,100,100000,149002.5781,149.0025781,476000,476,
2018/01/09 4:00,100,100000,152527.8438,152.5278438,532000,532,
2018/01/09 5:00,96,96000,171428.75,171.42875,1048000,1048,
2018/01/09 6:00,136,136000,172650.2813,172.6502813,1572000,1572,
2018/01/09 7:00,116,116000,191063.4688,191.0634688,1488000,1488,
2018/01/09 8:00,128,128000,188672.7344,188.6727344,1508000,1508,
2018/01/09 9:00,124,124000,199187.0625,199.1870625,1384000,1384,
2018/01/09 10:00,136,136000,205287.5781,205.2875781,1136000,1136,
2018/01/09 11:00,124,124000,205089.7188,205.0897188,1096000,1096,
2018/01/09 12:00,124,124000,206098.4219,206.0984219,1124000,1124,
2018/01/09 13:00,128,128000,202656.6875,202.6566875,1064000,1064,
2018/01/09 14:00,128,128000,205508.4219,205.5084219,976000,976,
2018/01/09 15:00,128,128000,204143.9375,204.1439375,908000,908,
2018/01/09 16:00,128,128000,199350.5938,199.3505938,1068000,1068,
2018/01/09 17:00,132,132000,198915.3594,198.9153594,1156000,1156,
2018/01/09 18:00,124,124000,206226.8906,206.2268906,1240000,1240,
2018/01/09 19:00,132,132000,198462.9688,198.4629688,1248000,1248,
2018/01/09 20:00,132,132000,201757.625,201.757625,1188000,1188,
2018/01/09 21:00,124,124000,193114.1875,193.1141875,1308000,1308,
2018/01/09 22:00,120,120000,183672.5781,183.6725781,816000,816,
2018/01/09 23:00,100,100000,158802.1406,158.8021406,368000,368,
2018/01/10 0:00,100,100000,160835.75,160.83575,368000,368,
2018/01/10 1:00,100,100000,156684.8906,156.6848906,480000,480,
2018/01/10 2:00,96,96000,153079.4375,153.0794375,472000,472,
2018/01/10 3:00,100,100000,146224.9375,146.2249375,584000,584,
2018/01/10 4:00,100,100000,149025.9531,149.0259531,500000,500,
2018/01/10 5:00,100,100000,168620.3594,168.6203594,1080000,1080,
2018/01/10 6:00,120,120000,173083,173.083,1588000,1588,
2018/01/10 7:00,120,120000,189352.7031,189.3527031,1508000,1508,
2018/01/10 8:00,120,120000,190073.0781,190.0730781,1476000,1476,
2018/01/10 9:00,124,124000,202981.9844,202.9819844,1144000,1144,
2018/01/10 10:00,116,116000,203072.5469,203.0725469,1068000,1068,
2018/01/10 11:00,124,124000,209741.875,209.741875,1080000,1080,
2018/01/10 12:00,124,124000,207124.9531,207.1249531,1016000,1016,
2018/01/10 13:00,124,124000,204949.7188,204.9497188,944000,944,
2018/01/10 14:00,120,120000,205989.0781,205.9890781,1132000,1132,
2018/01/10 15:00,120,120000,202733.0781,202.7330781,1236000,1236,
2018/01/10 16:00,120,120000,201766.5938,201.7665938,1260000,1260,
2018/01/10 17:00,124,124000,202311.6094,202.3116094,1324000,1324,
2018/01/10 18:00,124,124000,200320.7344,200.3207344,1252000,1252,
2018/01/10 19:00,120,120000,196526.6094,196.5266094,1252000,1252,
2018/01/10 20:00,128,128000,200703.3906,200.7033906,1240000,1240,
2018/01/10 21:00,108,108000,191110.3281,191.1103281,1460000,1460,
2018/01/10 22:00,240,240000,185593.9063,185.5939063,908000,908,
2018/01/10 23:00,340,340000,171585.9531,171.5859531,344000,344,
2018/01/11 0:00,92,92000,167262.1406,167.2621406,428000,428,
2018/01/11 1:00,100,100000,168769.1719,168.7691719,412000,412,
2018/01/11 2:00,88,88000,171377.5781,171.3775781,552000,552,
2018/01/11 3:00,104,104000,160454.0938,160.4540938,464000,464,
2018/01/11 4:00,100,100000,160878.0625,160.8780625,568000,568,
2018/01/11 5:00,92,92000,187997.7031,187.9977031,1164000,1164,
2018/01/11 6:00,116,116000,184002.3438,184.0023438,1612000,1612,
2018/01/11 7:00,372,372000,177871.4219,177.8714219,1508000,1508,
2018/01/11 8:00,428,428000,180623.7344,180.6237344,1264000,1264,
2018/01/11 9:00,156,156000,189070.6094,189.0706094,1140000,1140,
2018/01/11 10:00,128,128000,189524.1563,189.5241563,1148000,1148,
2018/01/11 11:00,120,120000,186410.0781,186.4100781,1176000,1176,
2018/01/11 12:00,116,116000,184935.0313,184.9350313,1080000,1080,
2018/01/11 13:00,120,120000,185709.7188,185.7097188,1104000,1104,
2018/01/11 14:00,124,124000,185703.4844,185.7034844,1040000,1040,
2018/01/11 15:00,120,120000,186373.4063,186.3734063,1164000,1164,
2018/01/11 16:00,116,116000,185696.4531,185.6964531,1124000,1124,
2018/01/11 17:00,124,124000,186038.2344,186.0382344,1228000,1228,
2018/01/11 18:00,124,124000,184443.5625,184.4435625,1252000,1252,
2018/01/11 19:00,124,124000,189614.8281,189.6148281,1260000,1260,
2018/01/11 20:00,124,124000,177720.3438,177.7203438,1272000,1272,
2018/01/11 21:00,124,124000,170639.7813,170.6397813,1152000,1152,
2018/01/11 22:00,132,132000,164774.2031,164.7742031,756000,756,
2018/01/11 23:00,96,96000,148288.8438,148.2888438,352000,352,
2018/01/12 0:00,100,100000,149354.6719,149.3546719,452000,452,
2018/01/12 1:00,100,100000,151523.4375,151.5234375,560000,560,
2018/01/12 2:00,96,96000,150007.7188,150.0077188,640000,640,
2018/01/12 3:00,100,100000,151170.125,151.170125,604000,604,
2018/01/12 4:00,88,88000,151780.0313,151.7800313,528000,528,
2018/01/12 5:00,88,88000,174859.0625,174.8590625,1244000,1244,
2018/01/12 6:00,108,108000,173957.1563,173.9571563,1568000,1568,
2018/01/12 7:00,132,132000,178223.6719,178.2236719,1588000,1588,
2018/01/12 8:00,124,124000,177459.0313,177.4590313,1480000,1480,
2018/01/12 9:00,132,132000,174379.9844,174.3799844,1412000,1412,
2018/01/12 10:00,132,132000,173506.6563,173.5066563,1172000,1172,
2018/01/12 11:00,124,124000,172283.1875,172.2831875,1200000,1200,
2018/01/12 12:00,136,136000,178240.3594,178.2403594,1116000,1116,
2018/01/12 13:00,136,136000,177545.4063,177.5454063,1204000,1204,
2018/01/12 14:00,128,128000,170589.9844,170.5899844,1156000,1156,
2018/01/12 15:00,132,132000,173606.9688,173.6069688,1256000,1256,
2018/01/12 16:00,128,128000,173305.4531,173.3054531,1228000,1228,
2018/01/12 17:00,136,136000,177374.6094,177.3746094,1304000,1304,
2018/01/12 18:00,132,132000,179314.2969,179.3142969,1236000,1236,
2018/01/12 19:00,128,128000,178835.7969,178.8357969,1312000,1312,
2018/01/12 20:00,128,128000,171503.3594,171.5033594,1288000,1288,
2018/01/12 21:00,132,132000,173443,173.443,1196000,1196,
2018/01/12 22:00,140,140000,172351.0313,172.3510313,876000,876,
2018/01/12 23:00,108,108000,153116.0938,153.1160938,420000,420,
2018/01/13 0:00,92,92000,153957.125,153.957125,504000,504,
2018/01/13 1:00,88,88000,154712.7031,154.7127031,576000,576,
2018/01/13 2:00,92,92000,153474.3906,153.4743906,640000,640,
2018/01/13 3:00,96,96000,152971.8438,152.9718438,628000,628,
2018/01/13 4:00,96,96000,154201.2969,154.2012969,680000,680,
2018/01/13 5:00,96,96000,152861.7188,152.8617188,704000,704,
2018/01/13 6:00,92,92000,154650.4063,154.6504063,708000,708,
2018/01/13 7:00,96,96000,154002.2813,154.0022813,816000,816,
2018/01/13 8:00,100,100000,150760.9531,150.7609531,668000,668,
2018/01/13 9:00,92,92000,145391.6406,145.3916406,564000,564,
2018/01/13 10:00,96,96000,144872.0469,144.8720469,420000,420,
2018/01/13 11:00,96,96000,145511.7188,145.5117188,540000,540,
2018/01/13 12:00,92,92000,145073.5156,145.0735156,392000,392,
2018/01/13 13:00,100,100000,147647.2344,147.6472344,328000,328,
2018/01/13 14:00,96,96000,147908.5,147.9085,348000,348,
2018/01/13 15:00,92,92000,148624.5938,148.6245938,352000,352,
2018/01/13 16:00,96,96000,149419.25,149.41925,444000,444,
2018/01/13 17:00,92,92000,154944.2813,154.9442813,504000,504,
2018/01/13 18:00,96,96000,157048.5938,157.0485938,712000,712,
2018/01/13 19:00,96,96000,158406.2031,158.4062031,708000,708,
2018/01/13 20:00,100,100000,161539.8281,161.5398281,824000,824,
2018/01/13 21:00,100,100000,161221.8125,161.2218125,852000,852,
2018/01/13 22:00,100,100000,149373.0625,149.3730625,736000,736,
2018/01/13 23:00,96,96000,155452.125,155.452125,884000,884,
2018/01/14 0:00,96,96000,156364.375,156.364375,812000,812,
2018/01/14 1:00,96,96000,152573.7188,152.5737188,836000,836,
2018/01/14 2:00,96,96000,155541.75,155.54175,800000,800,
2018/01/14 3:00,104,104000,153802.9531,153.8029531,884000,884,
2018/01/14 4:00,104,104000,180767.0938,180.7670938,1244000,1244,
2018/01/14 5:00,84,84000,173498.25,173.49825,1636000,1636,
2018/01/14 6:00,92,92000,178305.5938,178.3055938,1588000,1588,
2018/01/14 7:00,120,120000,196373.5313,196.3735313,1616000,1616,
2018/01/14 8:00,116,116000,197580.8906,197.5808906,1672000,1672,
2018/01/14 9:00,124,124000,199834.7344,199.8347344,1040000,1040,
2018/01/14 10:00,124,124000,201370.6406,201.3706406,788000,788,
2018/01/14 11:00,120,120000,201832.4688,201.8324688,784000,784,
2018/01/14 12:00,104,104000,205046.0313,205.0460313,820000,820,
2018/01/14 13:00,124,124000,206571.9844,206.5719844,696000,696,
2018/01/14 14:00,120,120000,209013.9063,209.0139063,556000,556,
2018/01/14 15:00,140,140000,206887.5938,206.8875938,488000,488,
2018/01/14 16:00,152,152000,201939.7188,201.9397188,588000,588,
2018/01/14 17:00,160,160000,199232.7344,199.2327344,676000,676,
2018/01/14 18:00,148,148000,201368.2344,201.3682344,904000,904,
2018/01/14 19:00,92,92000,195034.125,195.034125,908000,908,
2018/01/14 20:00,128,128000,193729.0781,193.7290781,1004000,1004,
2018/01/14 21:00,116,116000,186288.0313,186.2880313,1036000,1036,
2018/01/14 22:00,120,120000,182810.0469,182.8100469,504000,504,
2018/01/14 23:00,96,96000,161022.8281,161.0228281,156000,156,
2018/01/15 0:00,92,92000,155792.5781,155.7925781,208000,208,
2018/01/15 1:00,92,92000,151149.7969,151.1497969,272000,272,
2018/01/15 2:00,100,100000,152517.25,152.51725,228000,228,
2018/01/15 3:00,96,96000,144919.8281,144.9198281,328000,328,
2018/01/15 4:00,96,96000,149698.625,149.698625,304000,304,
2018/01/15 5:00,96,96000,172863.5625,172.8635625,872000,872,
2018/01/15 6:00,116,116000,171507.4375,171.5074375,1448000,1448,
2018/01/15 7:00,124,124000,193080.3281,193.0803281,1324000,1324,
2018/01/15 8:00,120,120000,194690.2969,194.6902969,1024000,1024,
2018/01/15 9:00,132,132000,205487.6875,205.4876875,912000,912,
2018/01/15 10:00,132,132000,210565.4531,210.5654531,776000,776,
2018/01/15 11:00,128,128000,212323,212.323,672000,672,
2018/01/15 12:00,124,124000,207504.75,207.50475,736000,736,
2018/01/15 13:00,124,124000,203300.5313,203.3005313,716000,716,
2018/01/15 14:00,132,132000,207789.3281,207.7893281,708000,708,
2018/01/15 15:00,132,132000,204606.25,204.60625,516000,516,
2018/01/15 16:00,124,124000,203466.2813,203.4662813,616000,616,
2018/01/15 17:00,128,128000,208955.5781,208.9555781,680000,680,
2018/01/15 18:00,132,132000,207265.0938,207.2650938,724000,724,
2018/01/15 19:00,124,124000,199088.3281,199.0883281,800000,800,
2018/01/15 20:00,128,128000,199610.3906,199.6103906,756000,756,
2018/01/15 21:00,132,132000,198507.3594,198.5073594,860000,860,
2018/01/15 22:00,116,116000,182778.5156,182.7785156,412000,412,
2018/01/15 23:00,88,88000,156289.125,156.289125,100000,100,
2018/01/16 0:00,104,104000,154885.3906,154.8853906,112000,112,
2018/01/16 1:00,96,96000,156726.375,156.726375,160000,160,
2018/01/16 2:00,96,96000,154694.2656,154.6942656,148000,148,
2018/01/16 3:00,92,92000,146156.7188,146.1567188,140000,140,
2018/01/16 4:00,96,96000,149334.9219,149.3349219,208000,208,
2018/01/16 5:00,92,92000,170604.625,170.604625,768000,768,
2018/01/16 6:00,128,128000,172477.1875,172.4771875,1312000,1312,
2018/01/16 7:00,132,132000,189592.4688,189.5924688,932000,932,
2018/01/16 8:00,128,128000,189341.6719,189.3416719,772000,772,
2018/01/16 9:00,120,120000,202718.125,202.718125,692000,692,
2018/01/16 10:00,140,140000,206640.7969,206.6407969,524000,524,
2018/01/16 11:00,132,132000,204897.25,204.89725,508000,508,
2018/01/16 12:00,132,132000,203359.5469,203.3595469,652000,652,
2018/01/16 13:00,140,140000,202854.8125,202.8548125,592000,592,
2018/01/16 14:00,132,132000,204475.1406,204.4751406,476000,476,
2018/01/16 15:00,136,136000,204588.0469,204.5880469,388000,388,
2018/01/16 16:00,136,136000,202331.1094,202.3311094,440000,440,
2018/01/16 17:00,124,124000,202051.3594,202.0513594,564000,564,
2018/01/16 18:00,140,140000,206171.8438,206.1718438,528000,528,
2018/01/16 19:00,132,132000,202716.8125,202.7168125,580000,580,
2018/01/16 20:00,136,136000,197281.2344,197.2812344,600000,600,
2018/01/16 21:00,132,132000,192240.8125,192.2408125,664000,664,
2018/01/16 22:00,124,124000,177326.4531,177.3264531,320000,320,
2018/01/16 23:00,112,112000,163483.9219,163.4839219,64000,64,
2018/01/17 0:00,96,96000,157204.9219,157.2049219,112000,112,
2018/01/17 1:00,100,100000,154645.6406,154.6456406,112000,112,
2018/01/17 2:00,96,96000,154502.5781,154.5025781,124000,124,
2018/01/17 3:00,104,104000,145585.3438,145.5853438,104000,104,
2018/01/17 4:00,92,92000,146328.4219,146.3284219,116000,116,
2018/01/17 5:00,108,108000,168353.8594,168.3538594,620000,620,
2018/01/17 6:00,128,128000,177783.1875,177.7831875,1180000,1180,
2018/01/17 7:00,120,120000,190406.9844,190.4069844,860000,860,
2018/01/17 8:00,120,120000,195398.7813,195.3987813,720000,720,
2018/01/17 9:00,116,116000,206347.4531,206.3474531,776000,776,
2018/01/17 10:00,124,124000,210703.7344,210.7037344,672000,672,
2018/01/17 11:00,120,120000,207546.6875,207.5466875,752000,752,
2018/01/17 12:00,124,124000,212156.9688,212.1569688,672000,672,
2018/01/17 13:00,124,124000,211244.5,211.2445,628000,628,
2018/01/17 14:00,112,112000,211378.5781,211.3785781,620000,620,
2018/01/17 15:00,120,120000,205912.4063,205.9124063,712000,712,
2018/01/17 16:00,124,124000,199292.4844,199.2924844,684000,684,
2018/01/17 17:00,120,120000,205702.0313,205.7020313,668000,668,
