Date,T_DB,T_DP,RH,Atm_Press
2018-01-01 0:00:00,1.7,-6.7,53.61,87782.76
2018-01-01 1:00:00,-0.6,-6.1,66.29,87811.77
2018-01-01 2:00:00,-0.6,-6.1,66.29,87840.76
2018-01-01 3:00:00,-0.6,-6.7,63.31,87840.76
2018-01-01 4:00:00,-1.7,-5.6,74.66,87840.76
2018-01-01 5:00:00,-1.1,-5.6,71.44,87869.77
2018-01-01 6:00:00,-1.1,-5.6,71.44,87898.77
2018-01-01 7:00:00,-1.1,-5,74.77,87898.77
2018-01-01 8:00:00,-2.8,-6.1,77.96,87898.77
2018-01-01 9:00:00,-2.8,-6.1,77.96,87927.76
2018-01-01 10:00:00,-2.8,-6.1,77.96,87927.76
2018-01-01 11:00:00,-3.3,-6.1,80.92,87898.77
2018-01-01 12:00:00,-3.3,-6.1,80.92,87898.77
2018-01-01 13:00:00,-5,-7.2,84.5,87927.76
2018-01-01 14:00:00,-4.4,-6.1,87.88,87956.77
2018-01-01 15:00:00,-4.4,-6.1,87.88,87985.76
2018-01-01 16:00:00,-3.3,-6.1,80.92,87985.76
2018-01-01 17:00:00,-0.6,-5,72.08,87985.76
2018-01-01 18:00:00,2.2,-5.6,56.27,88014.77
2018-01-01 19:00:00,3.9,-5,52.21,87985.76
2018-01-01 20:00:00,4.4,-4.4,52.75,87956.77
2018-01-01 21:00:00,5,-3.9,52.53,87898.77
2018-01-01 22:00:00,5.6,-5,46.37,87898.77
2018-01-01 23:00:00,5,-4.4,50.59,87898.77
2018-01-02 0:00:00,2.2,-5,58.89,87898.77
2018-01-02 1:00:00,1.1,-3.3,72.42,87927.76
2018-01-02 2:00:00,0,-4.4,72.2,87956.77
2018-01-02 3:00:00,-1.7,-5,78.14,87985.76
2018-01-02 4:00:00,-1.7,-4.4,81.77,88014.77
2018-01-02 5:00:00,-1.7,-3.9,84.9,88043.77
2018-01-02 6:00:00,-1.7,-4.4,81.77,88101.77
2018-01-02 7:00:00,-2.2,-4.4,84.84,88130.76
2018-01-02 8:00:00,-1.7,-3.9,84.9,88130.76
2018-01-02 9:00:00,-2.8,-4.4,88.71,88188.77
2018-01-02 10:00:00,-3.3,-5.6,84.07,88217.76
2018-01-02 11:00:00,-3.3,-5.6,84.07,88275.76
2018-01-02 12:00:00,-3.3,-6.1,80.92,88275.76
2018-01-02 13:00:00,-3.9,-6.1,84.64,88362.76
2018-01-02 14:00:00,-3.9,-6.7,80.83,88391.77
2018-01-02 15:00:00,-4,-6.7,79.58,88420.76
2018-01-02 16:00:00,-3.3,-6.1,80.92,88449.76
2018-01-02 17:00:00,-1.1,-5,74.77,88536.77
2018-01-02 18:00:00,1.1,-3.9,69.24,88565.77
2018-01-02 19:00:00,2.8,-4.4,59.05,88536.77
2018-01-02 20:00:00,5.6,-4.4,48.52,88420.76
2018-01-02 21:00:00,6.7,-4.4,44.97,88333.77
2018-01-02 22:00:00,5,-3.3,54.94,88304.76
2018-01-02 23:00:00,5,-3.9,52.53,88304.76
2018-01-03 0:00:00,1.1,-5,63.72,88246.77
2018-01-03 1:00:00,-0.6,-4.4,75.43,88304.76
2018-01-03 2:00:00,-1.7,-5,78.14,88275.76
2018-01-03 3:00:00,-1.7,-5,78.14,88333.77
2018-01-03 4:00:00,-1.7,-5,78.14,88333.77
2018-01-03 5:00:00,-1.7,-5,78.14,88362.76
2018-01-03 6:00:00,-2.2,-5.6,77.47,88362.76
2018-01-03 7:00:00,-2.8,-5.6,80.99,88333.77
2018-01-03 8:00:00,-3.9,-6.1,84.64,88304.76
2018-01-03 9:00:00,-3.9,-6.7,80.83,88275.76
2018-01-03 10:00:00,-3.3,-6.7,77.28,88304.76
2018-01-03 11:00:00,-3.9,-6.7,80.83,88217.76
2018-01-03 12:00:00,-3.3,-7.2,74.36,88159.76
2018-01-03 13:00:00,-5,-7.8,80.67,88130.76
2018-01-03 14:00:00,-4.4,-7.2,80.76,88130.76
2018-01-03 15:00:00,-5,-7.8,80.67,88130.76
2018-01-03 16:00:00,-3.3,-6.7,77.28,88101.77
2018-01-03 17:00:00,-1.7,-7.2,66.03,88130.76
2018-01-03 18:00:00,0,-7.2,58.31,88072.76
2018-01-03 19:00:00,0.6,-3.9,71.78,88014.77
2018-01-03 20:00:00,2.8,-5,56.43,87898.77
2018-01-03 21:00:00,3.9,-5,52.21,87840.76
2018-01-03 22:00:00,3.9,-6.1,48.02,87753.77
2018-01-03 23:00:00,2.8,-5,56.43,87753.77
2018-01-04 0:00:00,1.1,-5,63.72,87753.77
2018-01-04 1:00:00,-1.1,-3.9,81.24,87724.77
2018-01-04 2:00:00,-2.2,-5.6,77.47,87753.77
2018-01-04 3:00:00,-1.7,-5.6,74.66,87753.77
2018-01-04 4:00:00,-1.7,-4.4,81.77,87782.76
2018-01-04 5:00:00,-1.7,-5,78.14,87782.76
2018-01-04 6:00:00,-2.8,-4.4,88.71,87840.76
2018-01-04 7:00:00,-3.3,-5.6,84.07,87811.77
2018-01-04 8:00:00,-2.8,-5,84.77,87782.76
2018-01-04 9:00:00,-4.4,-6.7,83.93,87811.77
2018-01-04 10:00:00,-4.4,-6.7,83.93,87811.77
2018-01-04 11:00:00,-5,-7.2,84.5,87782.76
2018-01-04 12:00:00,-4.4,-7.2,80.76,87753.77
2018-01-04 13:00:00,-5.6,-8.3,81.21,87753.77
2018-01-04 14:00:00,-6.7,-8.3,88.34,87840.76
2018-01-04 15:00:00,-6.1,-8.3,84.37,87840.76
2018-01-04 16:00:00,-3.9,-7.2,77.77,87811.77
2018-01-04 17:00:00,-1.7,-6.1,71.86,87869.77
2018-01-04 18:00:00,0,-5.6,65.92,87898.77
2018-01-04 19:00:00,2.8,-3.9,61.32,87840.76
2018-01-04 20:00:00,3.9,-5.6,49.89,87782.76
2018-01-04 21:00:00,5.6,-5.6,44.3,87724.77
2018-01-04 22:00:00,5.6,-6.1,42.64,87695.76
2018-01-04 23:00:00,2.8,-4.4,59.05,87724.77
2018-01-05 0:00:00,1.1,-4.4,66.68,87724.77
2018-01-05 1:00:00,0,-3.9,74.97,87695.76
2018-01-05 2:00:00,-0.6,-3.3,81.92,87695.76
2018-01-05 3:00:00,-0.6,-3.3,81.92,87753.77
2018-01-05 4:00:00,-0.6,-3.9,78.32,87724.77
2018-01-05 5:00:00,-1.7,-4.4,81.77,87724.77
2018-01-05 6:00:00,-1.7,-4.4,81.77,87753.77
2018-01-05 7:00:00,-2.8,-5,84.77,87782.76
2018-01-05 8:00:00,-3.3,-5,87.99,87753.77
2018-01-05 9:00:00,-2.8,-5,84.77,87811.77
2018-01-05 10:00:00,-3.9,-5.6,87.93,87811.77
2018-01-05 11:00:00,-3.3,-6.1,80.92,87753.77
2018-01-05 12:00:00,-3.3,-5.6,84.07,87753.77
2018-01-05 13:00:00,-3.9,-6.1,84.64,87724.77
2018-01-05 14:00:00,-3.3,-5.6,84.07,87811.77
2018-01-05 15:00:00,-2.8,-5.6,80.99,87811.77
2018-01-05 16:00:00,-1.7,-4.4,81.77,87782.76
2018-01-05 17:00:00,0,-3.3,78.42,87869.77
2018-01-05 18:00:00,2.2,-2.8,69.47,87956.77
2018-01-05 19:00:00,3.3,-3.3,61.9,87898.77
2018-01-05 20:00:00,5.6,-4.4,48.52,87840.76
2018-01-05 21:00:00,6.7,-4.4,44.97,87782.76
2018-01-05 22:00:00,5.6,-2.2,57.19,87811.77
2018-01-05 23:00:00,3.9,-3.3,59.34,87811.77
2018-01-06 0:00:00,2.8,-3.3,64.13,87869.77
2018-01-06 1:00:00,1.1,-3.9,69.24,87840.76
2018-01-06 2:00:00,1.1,-3.3,72.42,87782.76
2018-01-06 3:00:00,-0.6,-3.3,81.92,87782.76
2018-01-06 4:00:00,-0.6,-3.9,78.32,87811.77
2018-01-06 5:00:00,-1.7,-4.4,81.77,87840.76
2018-01-06 6:00:00,-1.1,-3.9,81.24,87811.77
2018-01-06 7:00:00,-0.6,-3.3,81.92,87724.77
2018-01-06 8:00:00,0,-2.8,81.4,87666.77
2018-01-06 9:00:00,-1.7,-3.9,84.9,87666.77
2018-01-06 10:00:00,-0.6,-3.3,81.92,87666.77
2018-01-06 11:00:00,-1.1,-3.3,84.97,87579.77
2018-01-06 12:00:00,-0.6,-3.3,81.92,87521.77
2018-01-06 13:00:00,0,-2.2,85.1,87434.77
2018-01-06 14:00:00,0,-2.8,81.4,87434.77
2018-01-06 15:00:00,0.6,-2.8,77.93,87376.77
2018-01-06 16:00:00,1,-2.2,80.34,87347.77
2018-01-06 17:00:00,1.7,-2.2,75.28,87347.77
2018-01-06 18:00:00,1.7,-1.7,78.11,87376.77
2018-01-06 19:00:00,1.1,-1.7,81.55,87376.77
2018-01-06 20:00:00,1.1,-1.1,85.23,87347.77
2018-01-06 21:00:00,1.1,0,92.35,87318.77
2018-01-06 22:00:00,1.1,0,92.35,87318.77
2018-01-06 23:00:00,1.1,0,92.35,87318.77
2018-01-07 0:00:00,1.1,0.6,96.46,87376.77
2018-01-07 1:00:00,1.1,0.6,96.46,87376.77
2018-01-07 2:00:00,1.7,0.6,92.39,87463.77
2018-01-07 3:00:00,1.1,1.1,100,87463.77
2018-01-07 4:00:00,1.1,0.6,96.46,87405.76
2018-01-07 5:00:00,1.7,1.1,95.78,87492.77
2018-01-07 6:00:00,1.1,0.6,96.46,87550.76
2018-01-07 7:00:00,1.1,0.6,96.46,87579.77
2018-01-07 8:00:00,1.1,1.1,100,87608.77
2018-01-07 9:00:00,1.1,0.6,96.46,87637.77
2018-01-07 10:00:00,1.1,0.6,96.46,87695.76
2018-01-07 11:00:00,1.1,0,92.35,87695.76
2018-01-07 12:00:00,1.1,0,92.35,87666.77
2018-01-07 13:00:00,1.1,0.6,96.46,87724.77
2018-01-07 14:00:00,1.7,1.1,95.78,87782.76
2018-01-07 15:00:00,0.6,-0.6,91.65,87840.76
2018-01-07 16:00:00,0.6,0,95.75,87898.77
2018-01-07 17:00:00,1.7,0.6,92.39,87927.76
2018-01-07 18:00:00,3.9,1.7,85.54,87927.76
2018-01-07 19:00:00,5,1.7,79.2,87840.76
2018-01-07 20:00:00,6.1,2.2,76.05,87753.77
2018-01-07 21:00:00,7.2,1.7,68.04,87666.77
2018-01-07 22:00:00,3.3,2.2,92.49,87608.77
2018-01-07 23:00:00,0.6,0.6,100,87666.77
2018-01-08 0:00:00,0.6,0.6,100,87666.77
2018-01-08 1:00:00,1.1,1.1,100,87666.77
2018-01-08 2:00:00,0.6,0.6,100,87666.77
2018-01-08 3:00:00,0.6,0.6,100,87666.77
2018-01-08 4:00:00,0,-0.6,95.72,87666.77
2018-01-08 5:00:00,0,0,100,87666.77
2018-01-08 6:00:00,0,0,100,87637.77
2018-01-08 7:00:00,0,0,100,87579.77
2018-01-08 8:00:00,0,-0.6,95.72,87550.76
2018-01-08 9:00:00,0,-0.6,95.72,87550.76
2018-01-08 10:00:00,-0.6,-0.6,100,87550.76
2018-01-08 11:00:00,-0.6,-0.6,100,87463.77
2018-01-08 12:00:00,-0.6,-1.1,96.41,87347.77
2018-01-08 13:00:00,0,-1.1,92.28,87289.77
2018-01-08 14:00:00,-2.8,-3.3,96.34,87318.77
2018-01-08 15:00:00,-2.8,-3.3,96.34,87347.77
2018-01-08 16:00:00,-2.8,-3.3,96.34,87347.77
2018-01-08 17:00:00,-1.7,-1.7,100,87405.76
2018-01-08 18:00:00,-0.6,-1.1,96.41,87376.77
2018-01-08 19:00:00,-0.6,-1.1,96.41,87260.76
2018-01-08 20:00:00,1.7,0,88.46,87144.77
2018-01-08 21:00:00,2.2,0.6,89.15,87086.77
2018-01-08 22:00:00,1.1,0,92.35,87086.77
2018-01-08 23:00:00,1.1,0,92.35,87115.77
2018-01-09 0:00:00,1.1,0,92.35,87144.77
2018-01-09 1:00:00,1.1,-0.6,88.4,87173.77
2018-01-09 2:00:00,1.1,0,92.35,87057.77
2018-01-09 3:00:00,0.6,-0.6,91.65,86999.77
2018-01-09 4:00:00,1.1,0,92.35,87028.77
2018-01-09 5:00:00,1.7,0.6,92.39,86941.77
2018-01-09 6:00:00,5,1.7,79.2,86941.77
2018-01-09 7:00:00,7.2,2.2,70.51,86912.77
2018-01-09 8:00:00,6.7,2.8,76.16,86883.76
2018-01-09 9:00:00,6.1,3.3,82.23,86825.77
2018-01-09 10:00:00,5.6,3.3,85.13,86825.77
2018-01-09 11:00:00,6.7,3.9,82.31,86767.77
2018-01-09 12:00:00,6.1,3.9,85.79,86709.77
2018-01-09 13:00:00,6.7,3.9,82.31,86680.77
2018-01-09 14:00:00,7.8,3.9,76.34,86593.77
2018-01-09 15:00:00,8.3,3.3,70.74,86564.77
2018-01-09 16:00:00,7.8,2.8,70.64,86593.77
2018-01-09 17:00:00,8.3,3.9,73.79,86593.77
2018-01-09 18:00:00,9.4,3.9,68.51,86506.77
2018-01-09 19:00:00,9.4,4.4,70.96,86448.77
2018-01-09 20:00:00,10,5,71.08,86361.77
2018-01-09 21:00:00,9.4,5,73.99,86332.77
2018-01-09 22:00:00,10,5,71.08,86303.77
2018-01-09 23:00:00,10,5,71.08,86245.77
2018-01-10 0:00:00,10,3.9,65.81,86245.77
2018-01-10 1:00:00,10,4.4,68.16,86216.77
2018-01-10 2:00:00,9.4,4.4,70.96,86187.77
2018-01-10 3:00:00,9.4,5,73.99,86187.77
2018-01-10 4:00:00,8.9,5,76.53,86158.77
2018-01-10 5:00:00,7.8,5.6,85.97,86158.77
2018-01-10 6:00:00,9.4,5,73.99,86129.77
2018-01-10 7:00:00,8.3,4.4,76.43,86100.77
2018-01-10 8:00:00,7.8,5,82.46,86013.77
2018-01-10 9:00:00,8.9,5,76.53,86013.77
2018-01-10 10:00:00,7.2,4.4,82.38,86013.77
2018-01-10 11:00:00,7.2,4.4,82.38,85984.77
2018-01-10 12:00:00,7.8,5,82.46,85955.77
2018-01-10 13:00:00,7.2,4.4,82.38,85984.77
2018-01-10 14:00:00,6.7,5.6,92.69,86042.77
2018-01-10 15:00:00,6.1,5.6,96.6,86187.77
2018-01-10 16:00:00,6.1,4.4,88.85,86274.77
2018-01-10 17:00:00,5.6,3.3,85.13,86390.77
2018-01-10 18:00:00,5.6,3.3,85.13,86477.77
2018-01-10 19:00:00,6.7,2.8,76.16,86477.77
2018-01-10 20:00:00,6.7,1.1,67.44,86506.77
2018-01-10 21:00:00,6.1,0.6,67.8,86564.77
2018-01-10 22:00:00,6.7,0.6,65.05,86651.77
2018-01-10 23:00:00,6.7,0,62.29,86709.77
2018-01-11 0:00:00,6,-1.1,60.77,86825.77
2018-01-11 1:00:00,3.9,-1.1,69.83,86941.77
2018-01-11 2:00:00,3.3,-1.1,72.85,87028.77
2018-01-11 3:00:00,2.2,-1.7,75.37,87057.77
2018-01-11 4:00:00,2.8,-1.1,75.48,87144.77
2018-01-11 5:00:00,2.8,-1.7,72.22,87202.77
2018-01-11 6:00:00,3.3,-2.8,64.25,87289.77
2018-01-11 7:00:00,1.7,-2.8,72,87347.77
2018-01-11 8:00:00,1.1,-2.2,78.59,87405.76
2018-01-11 9:00:00,1.7,-2.2,75.28,87434.77
2018-01-11 10:00:00,1.7,-3.3,69.37,87463.77
2018-01-11 11:00:00,1.7,-2.8,72,87521.77
2018-01-11 12:00:00,2.2,-3.3,66.93,87492.77
2018-01-11 13:00:00,2.2,-2.8,69.47,87550.76
2018-01-11 14:00:00,2.2,-2.2,72.64,87579.77
2018-01-11 15:00:00,3.3,-3.3,61.9,87637.77
2018-01-11 16:00:00,3.3,-2.8,64.25,87724.77
2018-01-11 17:00:00,4.4,-2.8,59.47,87753.77
2018-01-11 18:00:00,5.6,-2.8,54.7,87811.77
2018-01-11 19:00:00,7.2,-2.2,51.22,87724.77
2018-01-11 20:00:00,8.3,-1.7,49.31,87637.77
2018-01-11 21:00:00,8.9,-2.2,45.63,87550.76
2018-01-11 22:00:00,8.9,-1.1,49.48,87521.77
2018-01-11 23:00:00,8.9,-1.1,49.48,87463.77
2018-01-12 0:00:00,8.3,-1.1,51.53,87405.76
2018-01-12 1:00:00,8.3,-1.1,51.53,87405.76
2018-01-12 2:00:00,8.3,-1.7,49.31,87318.77
2018-01-12 3:00:00,8.9,-1.7,47.35,87289.77
2018-01-12 4:00:00,8.3,-1.7,49.31,87260.76
2018-01-12 5:00:00,8.9,-1.7,47.35,87231.77
2018-01-12 6:00:00,8.9,-2.2,45.63,87231.77
2018-01-12 7:00:00,8.9,-2.2,45.63,87260.76
2018-01-12 8:00:00,8.9,-1.7,47.35,87260.76
2018-01-12 9:00:00,8.3,-1.7,49.31,87318.77
2018-01-12 10:00:00,7.2,-1.7,53.15,87376.77
2018-01-12 11:00:00,7.8,-1.1,53.31,87434.77
2018-01-12 12:00:00,6.1,-0.6,62.14,87492.77
2018-01-12 13:00:00,6.7,0,62.29,87579.77
2018-01-12 14:00:00,6.7,0,62.29,87695.76
2018-01-12 15:00:00,7.2,0,60.19,87782.76
2018-01-12 16:00:00,6.7,0.6,65.05,87869.77
2018-01-12 17:00:00,7.2,0,60.19,87985.76
2018-01-12 18:00:00,9.4,-1.1,47.84,88043.77
2018-01-12 19:00:00,10,-0.6,47.67,88043.77
2018-01-12 20:00:00,10.6,-1.1,44.15,88043.77
2018-01-12 21:00:00,11.1,-1.1,42.71,88014.77
2018-01-12 22:00:00,11.1,-1.7,40.87,88072.76
2018-01-12 23:00:00,11.1,-1.7,40.87,88072.76
2018-01-13 0:00:00,9.4,-1.7,45.78,88072.76
2018-01-13 1:00:00,8.3,-2.2,47.52,88101.77
2018-01-13 2:00:00,6.1,-1.1,59.91,88159.76
2018-01-13 3:00:00,6.1,-1.7,57.32,88188.77
2018-01-13 4:00:00,3.9,-1.7,66.82,88188.77
2018-01-13 5:00:00,4.4,-2.2,62.18,88246.77
2018-01-13 6:00:00,3.3,-2.2,67.18,88275.76
2018-01-13 7:00:00,2.8,-2.8,66.57,88275.76
2018-01-13 8:00:00,1.7,-2.8,72,88275.76
2018-01-13 9:00:00,2.8,-2.2,69.6,88246.77
2018-01-13 10:00:00,3.9,-2.2,64.4,88275.76
2018-01-13 11:00:00,4.4,-1.7,64.52,88304.76
2018-01-13 12:00:00,3.9,-1.7,66.82,88304.76
2018-01-13 13:00:00,3.3,-2.2,67.18,88304.76
2018-01-13 14:00:00,3.3,-2.2,67.18,88304.76
2018-01-13 15:00:00,2.8,-2.8,66.57,88333.77
2018-01-13 16:00:00,2.8,-2.8,66.57,88391.77
2018-01-13 17:00:00,5,-2.2,59.62,88420.76
2018-01-13 18:00:00,7.8,-1.7,51.01,88449.76
2018-01-13 19:00:00,9.4,-2.2,44.12,88420.76
2018-01-13 20:00:00,10.6,-2.2,40.72,88362.76
2018-01-13 21:00:00,11.1,-2.2,39.38,88304.76
2018-01-13 22:00:00,11.7,-1.7,39.28,88275.76
2018-01-13 23:00:00,11.1,-1.7,40.87,88333.77
2018-01-14 0:00:00,10,-0.6,47.67,88333.77
2018-01-14 1:00:00,6.7,0,62.29,88333.77
2018-01-14 2:00:00,5,1.1,75.86,88333.77
2018-01-14 3:00:00,3.9,0,75.67,88362.76
2018-01-14 4:00:00,2.8,-1.1,75.48,88362.76
2018-01-14 5:00:00,3.3,-0.6,75.57,88420.76
2018-01-14 6:00:00,2.2,-1.1,78.77,88420.76
2018-01-14 7:00:00,1.7,-1.1,81.63,88420.76
2018-01-14 8:00:00,1.1,-1.7,81.55,88391.77
2018-01-14 9:00:00,1.1,-1.7,81.55,88420.76
2018-01-14 10:00:00,0,-2.8,81.4,88420.76
2018-01-14 11:00:00,0,-2.8,81.4,88420.76
2018-01-14 12:00:00,-0.6,-2.8,85.03,88391.77
2018-01-14 13:00:00,-0.6,-3.3,81.92,88362.76
2018-01-14 14:00:00,-0.6,-3.3,81.92,88333.77
2018-01-14 15:00:00,0,-3.3,78.42,88362.76
2018-01-14 16:00:00,0,-2.8,81.4,88420.76
2018-01-14 17:00:00,2.2,-2.2,72.64,88449.76
2018-01-14 18:00:00,5,-1.1,64.66,88420.76
2018-01-14 19:00:00,7.8,-1.1,53.31,88304.76
2018-01-14 20:00:00,8.9,-1.7,47.35,88188.77
2018-01-14 21:00:00,11.1,-2.2,39.38,88072.76
2018-01-14 22:00:00,11.7,-1.7,39.28,88014.77
2018-01-14 23:00:00,9.4,1.1,56.14,88014.77
2018-01-15 0:00:00,7.8,0.6,60.34,88043.77
2018-01-15 1:00:00,5,0.6,73.18,88043.77
2018-01-15 2:00:00,2.8,0.6,85.42,88014.77
2018-01-15 3:00:00,2.8,0,81.79,88014.77
2018-01-15 4:00:00,2.8,0,81.79,88014.77
2018-01-15 5:00:00,1.7,-0.6,84.68,88014.77
2018-01-15 6:00:00,1.7,-1.1,81.63,88014.77
2018-01-15 7:00:00,1.1,-1.1,85.23,87985.76
2018-01-15 8:00:00,1.1,-1.7,81.55,87927.76
2018-01-15 9:00:00,0.6,-2.2,81.48,87927.76
2018-01-15 10:00:00,0,-2.2,85.1,87956.77
2018-01-15 11:00:00,-0.6,-2.8,85.03,87956.77
2018-01-15 12:00:00,-0.6,-2.8,85.03,87927.76
2018-01-15 13:00:00,-0.6,-2.8,85.03,87927.76
2018-01-15 14:00:00,-0.6,-2.8,85.03,87956.77
2018-01-15 15:00:00,-0.6,-3.3,81.92,87956.77
2018-01-15 16:00:00,0.6,-2.8,77.93,87956.77
2018-01-15 17:00:00,2.2,-1.1,78.77,88014.77
2018-01-15 18:00:00,5.6,-0.6,64.33,88014.77
2018-01-15 19:00:00,6.7,0,62.29,87927.76
2018-01-15 20:00:00,8.3,0.6,58.32,87840.76
2018-01-15 21:00:00,8.3,-0.6,53.45,87811.77
2018-01-15 22:00:00,8.9,0,53.62,87840.76
2018-01-15 23:00:00,7.8,-0.6,55.3,87840.76
2018-01-16 0:00:00,6.1,0,64.92,87811.77
2018-01-16 1:00:00,3.3,-0.6,75.57,87840.76
2018-01-16 2:00:00,2.8,-0.6,78.29,87869.77
2018-01-16 3:00:00,2.8,-0.6,78.29,87869.77
2018-01-16 4:00:00,2.8,-0.6,78.29,87898.77
2018-01-16 5:00:00,1.7,-1.1,81.63,87927.76
2018-01-16 6:00:00,2.2,-1.1,78.77,87927.76
2018-01-16 7:00:00,2.2,-2.2,72.64,87898.77
2018-01-16 8:00:00,2.2,-3.3,66.93,87811.77
2018-01-16 9:00:00,0.6,-2.8,77.93,87811.77
2018-01-16 10:00:00,0,-2.8,81.4,87898.77
2018-01-16 11:00:00,-0.6,-2.2,88.9,87898.77
2018-01-16 12:00:00,1.1,-2.8,75.17,87927.76
2018-01-16 13:00:00,1.7,-5.6,58.32,87869.77
2018-01-16 14:00:00,1.7,-5.6,58.32,87898.77
2018-01-16 15:00:00,0,-5.6,65.92,87898.77
2018-01-16 16:00:00,2.8,-5.6,53.92,87956.77
2018-01-16 17:00:00,5,-5,48.34,87956.77
2018-01-16 18:00:00,7.2,-5.6,39.68,87956.77
2018-01-16 19:00:00,7.8,-3.3,45.3,87927.76
2018-01-16 20:00:00,9.4,-3.9,38.87,87869.77
2018-01-16 21:00:00,10.6,-3.9,35.87,87811.77
2018-01-16 22:00:00,10.6,-3.9,35.87,87782.76
2018-01-16 23:00:00,8.9,-3.3,42.05,87782.76
2018-01-17 0:00:00,5.6,-1.1,62.02,87811.77
2018-01-17 1:00:00,5,-0.6,67.07,87869.77
2018-01-17 2:00:00,5,-2.2,59.62,87898.77
2018-01-17 3:00:00,3.9,-2.2,64.4,87898.77
2018-01-17 4:00:00,3.9,-1.7,66.82,87956.77
2018-01-17 5:00:00,3.9,-2.2,64.4,87927.76
2018-01-17 6:00:00,3.3,-1.1,72.85,87956.77
2018-01-17 7:00:00,3.3,-1.7,69.71,88014.77
2018-01-17 8:00:00,2.8,-1.1,75.48,88014.77
2018-01-17 9:00:00,2.2,-1.1,78.77,88014.77
2018-01-17 10:00:00,1.1,-2.2,78.59,87985.76
2018-01-17 11:00:00,0.6,-2.2,81.48,88014.77
2018-01-17 12:00:00,1.1,-2.2,78.59,88072.76
2018-01-17 13:00:00,0,-2.8,81.4,88072.76
2018-01-17 14:00:00,-0.6,-3.3,81.92,88101.77
2018-01-17 15:00:00,0,-2.8,81.4,88130.76
2018-01-17 16:00:00,1.7,-2.8,72,88188.77
2018-01-17 17:00:00,3.3,-2.8,64.25,88246.77
2018-01-17 18:00:00,6.1,-2.2,55.24,88275.76
2018-01-17 19:00:00,8.3,-2.8,45.45,88188.77
2018-01-17 20:00:00,10.6,-2.8,38.94,88043.77
2018-01-17 21:00:00,10.6,-2.8,38.94,87956.77
2018-01-17 22:00:00,12.2,-2.2,36.63,87985.76
2018-01-17 23:00:00,10,1.7,56.3,88014.77
2018-01-18 0:00:00,8.3,0,55.84,88043.77
2018-01-18 1:00:00,5.6,0.6,70.19,88043.77
2018-01-18 2:00:00,3.9,-1.1,69.83,88043.77
2018-01-18 3:00:00,3.9,-0.6,72.44,88014.77
2018-01-18 4:00:00,3.9,-0.6,72.44,87956.77
2018-01-18 5:00:00,2.8,-1.1,75.48,87956.77
2018-01-18 6:00:00,3.3,-0.6,75.57,87927.76
2018-01-18 7:00:00,4.4,-1.7,64.52,87898.77
2018-01-18 8:00:00,3.3,-2.2,67.18,87811.77
2018-01-18 9:00:00,2.2,-2.2,72.64,87753.77
2018-01-18 10:00:00,2.2,-2.2,72.64,87724.77
2018-01-18 11:00:00,2.8,-2.8,66.57,87666.77
2018-01-18 12:00:00,2.2,-2.2,72.64,87724.77
2018-01-18 13:00:00,1.1,-1.7,81.55,87724.77
2018-01-18 14:00:00,2.2,-1.7,75.37,87666.77
2018-01-18 15:00:00,2.2,-2.8,69.47,87637.77
2018-01-18 16:00:00,5,-2.2,59.62,87550.76
2018-01-18 17:00:00,7.2,-1.7,53.15,87550.76
2018-01-18 18:00:00,8.9,-1.7,47.35,87521.77
2018-01-18 19:00:00,11.1,-2.2,39.38,87434.77
2018-01-18 20:00:00,11.1,0.6,48.34,87318.77
2018-01-18 21:00:00,11.7,0.6,46.46,87202.77
2018-01-18 22:00:00,10.6,2.2,56.05,87144.77
2018-01-18 23:00:00,8.9,1.1,58.06,87057.77
2018-01-19 0:00:00,10,1.7,56.3,86941.77
2018-01-19 1:00:00,8.3,0.6,58.32,86941.77
2018-01-19 2:00:00,5,0.6,73.18,86912.77
2018-01-19 3:00:00,9.4,-0.6,49.63,86825.77
2018-01-19 4:00:00,11.7,-1.7,39.28,86767.77
2018-01-19 5:00:00,11.1,-2.2,39.38,86767.77
2018-01-19 6:00:00,12.2,-1.7,38,86709.77
2018-01-19 7:00:00,13.3,-2.2,34.08,86651.77
2018-01-19 8:00:00,13.3,-2.2,34.08,86564.77
2018-01-19 9:00:00,13.3,-2.2,34.08,86477.77
2018-01-19 10:00:00,13.3,-2.2,34.08,86477.77
2018-01-19 11:00:00,13.3,-2.2,34.08,86390.77
2018-01-19 12:00:00,13.9,-2.2,32.78,86332.77
2018-01-19 13:00:00,13.9,-1.7,34.01,86332.77
2018-01-19 14:00:00,13.9,-1.7,34.01,86361.77
2018-01-19 15:00:00,13.9,-1.7,34.01,86361.77
2018-01-19 16:00:00,14,-1.7,33.05,86390.77
2018-01-19 17:00:00,14.4,-1.7,32.93,86419.77
2018-01-19 18:00:00,13.9,-1.7,34.01,86419.77
2018-01-19 19:00:00,13.9,-1.7,34.01,86390.77
2018-01-19 20:00:00,13.9,-1.7,34.01,86303.77
2018-01-19 21:00:00,9.4,0.6,54.15,86361.77
2018-01-19 22:00:00,8.9,1.1,58.06,86361.77
2018-01-19 23:00:00,6.7,2.2,72.97,86477.77
2018-01-20 0:00:00,3,1.7,86.68,86651.77
2018-01-20 1:00:00,2.2,1.1,92.42,86767.77
2018-01-20 2:00:00,1.7,0.6,92.39,86825.77
